title,company,location,salary,date_posted,job_link,source
Mandarin Chinese Teacher,STAR Education,"Los Angeles, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-star-education-4185201033?position=1&pageNum=0&refId=b9nxfbHUvLuEXL9RPGI2hg%3D%3D&trackingId=kbuxobi28v3E3Ce09%2FiRig%3D%3D,LinkedIn
Chinese Language Teacher 2024-2025 (Program Staff) (Residential)(Applicants must live in the United States),Concordia College,"Moorhead, MN",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-teacher-2024-2025-program-staff-residential-applicants-must-live-in-the-united-states-at-concordia-college-4190029388?position=2&pageNum=0&refId=b9nxfbHUvLuEXL9RPGI2hg%3D%3D&trackingId=xqBz%2BCMSEt0d5lb98XWfuw%3D%3D,LinkedIn
WCCUSD West County Mandarin Substitute Teacher for 2024-2025 School Year,West Contra Costa Unified School District,"Richmond, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/wccusd-west-county-mandarin-substitute-teacher-for-2024-2025-school-year-at-west-contra-costa-unified-school-district-4188410023?position=7&pageNum=0&refId=b9nxfbHUvLuEXL9RPGI2hg%3D%3D&trackingId=VqFoi5%2Fk7lx2by%2B%2FBOcV1w%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Houston, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4186793792?position=8&pageNum=0&refId=b9nxfbHUvLuEXL9RPGI2hg%3D%3D&trackingId=I%2FFSlvkw9UehKg6mCdJJug%3D%3D,LinkedIn
Upper School Mandarin Teacher,"Convent of the Sacred Heart, 91st Street","New York, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/upper-school-mandarin-teacher-at-convent-of-the-sacred-heart-91st-street-4183965384?position=11&pageNum=0&refId=b9nxfbHUvLuEXL9RPGI2hg%3D%3D&trackingId=jnMPgkO7ZH8uAgEeqLmecA%3D%3D,LinkedIn
2025-2026 TK-5th Grade Mandarin Teacher,Bullis Charter School,"Los Altos, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/2025-2026-tk-5th-grade-mandarin-teacher-at-bullis-charter-school-4186185715?position=13&pageNum=0&refId=b9nxfbHUvLuEXL9RPGI2hg%3D%3D&trackingId=yKoeGaFLdgc7hXfIf8tsjg%3D%3D,LinkedIn
Mandarin Chinese Immersion Teacher - School Year 2025-26,Global Village Academy Collaborative,"Thornton, CO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-immersion-teacher-school-year-2025-26-at-global-village-academy-collaborative-4190024017?position=14&pageNum=0&refId=b9nxfbHUvLuEXL9RPGI2hg%3D%3D&trackingId=U%2BrO1qyic%2BXiDaUhGrQegA%3D%3D,LinkedIn
0.6 Foreign Language Teacher-Chinese -Temporary (Control Code: 23537),Valley View School District 365U,Greater Chicago Area,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/0-6-foreign-language-teacher-chinese-temporary-control-code-23537-at-valley-view-school-district-365u-4184713074?position=16&pageNum=0&refId=b9nxfbHUvLuEXL9RPGI2hg%3D%3D&trackingId=xjpTDbePCZinkOHiWgIGTA%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4187885590?position=18&pageNum=0&refId=b9nxfbHUvLuEXL9RPGI2hg%3D%3D&trackingId=dtMvEkt5M21HoqF6cVSrxw%3D%3D,LinkedIn
"Teacher Foreign Language, Chinese (25-26)",Baltimore City Public Schools,"Baltimore, MD",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/teacher-foreign-language-chinese-25-26-at-baltimore-city-public-schools-4186696126?position=29&pageNum=0&refId=b9nxfbHUvLuEXL9RPGI2hg%3D%3D&trackingId=HZNRssCSgmcQKaU1UhA7GQ%3D%3D,LinkedIn
Mandarin Teachers for ages Two months to Kindergarten,The Goddard School,"Jersey City, NJ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teachers-for-ages-two-months-to-kindergarten-at-the-goddard-school-4183790455?position=49&pageNum=0&refId=b9nxfbHUvLuEXL9RPGI2hg%3D%3D&trackingId=IuFrwkvKnpcgK7hT4pPpKQ%3D%3D,LinkedIn
