title,company,location,salary,date_posted,job_link,source
Mandarin Teacher - Early Childhood Education,The Learning Experience`,"New York, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-early-childhood-education-at-the-learning-experience-4445594586?position=1&pageNum=0&refId=b%2FSJz%2FQ2BSlt9bCsZModWA%3D%3D&trackingId=v5E4JdVcdltuZXwtNC%2BsTg%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4446444319?position=2&pageNum=0&refId=b%2FSJz%2FQ2BSlt9bCsZModWA%3D%3D&trackingId=vjCaNcDkz%2BibQl1rc%2BXixA%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Los Angeles, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4446423640?position=3&pageNum=0&refId=b%2FSJz%2FQ2BSlt9bCsZModWA%3D%3D&trackingId=%2F1ha9mXYA8uoyU7pRFxLDQ%3D%3D,LinkedIn
Mandarin Chinese Teacher (High School),International Leadership of Texas,"Richmond, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-high-school-at-international-leadership-of-texas-4445736420?position=4&pageNum=0&refId=b%2FSJz%2FQ2BSlt9bCsZModWA%3D%3D&trackingId=vZAC97oGgY5zyectU%2FiOLg%3D%3D,LinkedIn
Mandarin Teacher,BASIS DC Public Charter School,"Phoenix, AZ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-at-basis-dc-public-charter-school-4443637107?position=5&pageNum=0&refId=b%2FSJz%2FQ2BSlt9bCsZModWA%3D%3D&trackingId=eKodbAHK5pxT2NXeU%2BgNIA%3D%3D,LinkedIn
Mandarin Teacher,BASIS Ed,Greater Phoenix Area,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-at-basis-ed-4448660905?position=6&pageNum=0&refId=b%2FSJz%2FQ2BSlt9bCsZModWA%3D%3D&trackingId=xkbJ8wUw2zAA01C9nK2dcw%3D%3D,LinkedIn
Mandarin Immersion Social Studies Teacher (Middle School),Yinghua Academy,"Minneapolis, MN",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-immersion-social-studies-teacher-middle-school-at-yinghua-academy-4446577134?position=7&pageNum=0&refId=b%2FSJz%2FQ2BSlt9bCsZModWA%3D%3D&trackingId=Mnbv8zfSQkdrTkiHpFNHUQ%3D%3D,LinkedIn
Secondary Mandarin Teacher,International Leadership Charter High School,"Bronx, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/secondary-mandarin-teacher-at-international-leadership-charter-high-school-4444132754?position=8&pageNum=0&refId=b%2FSJz%2FQ2BSlt9bCsZModWA%3D%3D&trackingId=ecxTASlQAkRMg77eIU%2FHiw%3D%3D,LinkedIn
Mandarin Teacher,BASIS Ed,"Phoenix, AZ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-at-basis-ed-4446931360?position=9&pageNum=0&refId=b%2FSJz%2FQ2BSlt9bCsZModWA%3D%3D&trackingId=iS8Jw5au5Qt%2BbZguSC9OUQ%3D%3D,LinkedIn
Teacher - 2026-2027 - Dual: Social Science AND Mandarin - Black Mountain Middle School,Poway Unified School District,"Poway, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/teacher-2026-2027-dual-social-science-and-mandarin-black-mountain-middle-school-at-poway-unified-school-district-4447710508?position=10&pageNum=0&refId=b%2FSJz%2FQ2BSlt9bCsZModWA%3D%3D&trackingId=ygC4pPu5zw9P42rMTbqxHg%3D%3D,LinkedIn
AI Tutor - Chinese,SpaceXAI,"Palo Alto, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/ai-tutor-chinese-at-spacexai-4430106532?position=11&pageNum=0&refId=b%2FSJz%2FQ2BSlt9bCsZModWA%3D%3D&trackingId=8K2Oai%2BsDVvwuntfTJ%2BvOQ%3D%3D,LinkedIn
AI Tutor - Chinese,SpaceXAI,United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/ai-tutor-chinese-at-spacexai-4430107521?position=22&pageNum=0&refId=b%2FSJz%2FQ2BSlt9bCsZModWA%3D%3D&trackingId=QwPP5xPWA%2BubEdxmC3fPfA%3D%3D,LinkedIn
2026-27 8.93% Teacher Secondary-Mandarin-Lincoln Middle School,Poudre School District,"Fort Collins, CO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/2026-27-8-93%25-teacher-secondary-mandarin-lincoln-middle-school-at-poudre-school-district-4447825308?position=32&pageNum=0&refId=b%2FSJz%2FQ2BSlt9bCsZModWA%3D%3D&trackingId=ta%2FBgaEPT4UVFh3NSa6Qpg%3D%3D,LinkedIn
