title,company,location,salary,date_posted,job_link,source
Mandarin Chinese 1 Tutor,"Varsity Tutors, a Nerdy Company",United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-1-tutor-at-varsity-tutors-a-nerdy-company-4413904590?position=19&pageNum=0&refId=ATloQkjcNJ8eo5K%2FcbtCqA%3D%3D&trackingId=rGuhzd9BwNt0t5exH5EzCQ%3D%3D,LinkedIn
Mandarin Chinese 2 Tutor,"Varsity Tutors, a Nerdy Company",United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-2-tutor-at-varsity-tutors-a-nerdy-company-4413911591?position=20&pageNum=0&refId=ATloQkjcNJ8eo5K%2FcbtCqA%3D%3D&trackingId=EsK%2BjzsWGPlm89%2BKtQNOmg%3D%3D,LinkedIn
"Mandarin Enrichment Instructor-Newport, CA","AlphaBEST Education, Inc.","Irvine, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-enrichment-instructor-newport-ca-at-alphabest-education-inc-4462886990?position=21&pageNum=0&refId=ATloQkjcNJ8eo5K%2FcbtCqA%3D%3D&trackingId=yZ62wdNJVDFGoHfrB2v%2F4g%3D%3D,LinkedIn
Mandarin Chinese Teacher needed in Denver - ID1132093,Language Trainers,"Las Vegas, NV",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-needed-in-denver-id1132093-at-language-trainers-4463617919?position=27&pageNum=0&refId=ATloQkjcNJ8eo5K%2FcbtCqA%3D%3D&trackingId=6wAglVKTiaGIj%2Fcgbjgb%2FA%3D%3D,LinkedIn
Mandarin Chinese Language Teacher  - ID: 1128416,Language Trainers,"Seattle, WA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-language-teacher-id-1128416-at-language-trainers-4463113117?position=29&pageNum=0&refId=ATloQkjcNJ8eo5K%2FcbtCqA%3D%3D&trackingId=eumdL1Cmu%2FpV5r2TQg8lQQ%3D%3D,LinkedIn
Chinese Language Instructor,CACI International Inc,"Mililani Town, HI",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-instructor-at-caci-international-inc-4456529299?position=31&pageNum=0&refId=ATloQkjcNJ8eo5K%2FcbtCqA%3D%3D&trackingId=D2Du5AOqywWmu8IK4%2FFeDA%3D%3D,LinkedIn
Chinese Language Instructor - Part-Time On-Call,CACI International Inc,"Annapolis Junction, MD",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-instructor-part-time-on-call-at-caci-international-inc-4456962845?position=38&pageNum=0&refId=ATloQkjcNJ8eo5K%2FcbtCqA%3D%3D&trackingId=h%2FEUbzRhAkTaPGwMB11cjw%3D%3D,LinkedIn
