title,company,location,salary,date_posted,job_link,source
Mandarin Language Instructor - 2025 (immediate opening),San Francisco University High School,"San Francisco, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-language-instructor-2025-immediate-opening-at-san-francisco-university-high-school-4195563369?position=1&pageNum=0&refId=FiZmQqFLZxQmqT76UcPBnw%3D%3D&trackingId=VzGnqaE9U2ieQza3m642uA%3D%3D,LinkedIn
Mandarin Chinese Teacher,School District 49,"Colorado Springs, CO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-school-district-49-4195274736?position=2&pageNum=0&refId=FiZmQqFLZxQmqT76UcPBnw%3D%3D&trackingId=Y1u%2BlN28ko9cXh8yB4O2uQ%3D%3D,LinkedIn
[2025-2026] Middle School Chinese Teacher,Yu Ming Charter School,"Oakland, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/2025-2026-middle-school-chinese-teacher-at-yu-ming-charter-school-4195913259?position=3&pageNum=0&refId=FiZmQqFLZxQmqT76UcPBnw%3D%3D&trackingId=RBj6gKYSKyes3ojIFKUvtA%3D%3D,LinkedIn
Mandarin Chinese Teacher (0.4 FTE),Arlington Public Schools (MA),"Arlington, MA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-0-4-fte-at-arlington-public-schools-ma-4196847454?position=4&pageNum=0&refId=FiZmQqFLZxQmqT76UcPBnw%3D%3D&trackingId=flKHCAm2WVR0OVb3eyuX6w%3D%3D,LinkedIn
Language teacher - Mandarin Chinese | ID1040544,Language Trainers | In-Person (Workplace or Home) and Online (Zoom-Meet-Skype) Language Courses,"Niskayuna, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/language-teacher-mandarin-chinese-id1040544-at-language-trainers-in-person-workplace-or-home-and-online-zoom-meet-skype-language-courses-4196151118?position=5&pageNum=0&refId=FiZmQqFLZxQmqT76UcPBnw%3D%3D&trackingId=1Zy%2FYxqz8DzOrUsNMVp7eA%3D%3D,LinkedIn
Mandarin Chinese Teacher (Middle School),International Leadership of Texas,"Grand Prairie, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-middle-school-at-international-leadership-of-texas-4196400585?position=6&pageNum=0&refId=FiZmQqFLZxQmqT76UcPBnw%3D%3D&trackingId=OfUyBnn2ArJNUXd1Gwtr2g%3D%3D,LinkedIn
2024-25 Chinese Teacher - Elementary,Arlington Independent School District,"Arvada, CO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/2024-25-chinese-teacher-elementary-at-arlington-independent-school-district-4195061801?position=10&pageNum=0&refId=FiZmQqFLZxQmqT76UcPBnw%3D%3D&trackingId=a6VdtYH0RqVZf3Tx8d6bRg%3D%3D,LinkedIn
K-5th Mandarin Teacher,BASIS Ed,"San Antonio, Texas Metropolitan Area",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/k-5th-mandarin-teacher-at-basis-ed-4199964508?position=11&pageNum=0&refId=FiZmQqFLZxQmqT76UcPBnw%3D%3D&trackingId=RYqkpLzzTTHjzoLViIikVA%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4198017283?position=17&pageNum=0&refId=FiZmQqFLZxQmqT76UcPBnw%3D%3D&trackingId=WIBRwgBfwn3GZCWZE1VHQQ%3D%3D,LinkedIn
World Languages Teacher - Chinese,Half Hollow Hills Central School District,"Huntington Station, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/world-languages-teacher-chinese-at-half-hollow-hills-central-school-district-4198878944?position=24&pageNum=0&refId=FiZmQqFLZxQmqT76UcPBnw%3D%3D&trackingId=a88F5vrVVCJcF6BY%2B0fRMA%3D%3D,LinkedIn
K-5th Mandarin Teacher,BASIS Ed,"San Antonio, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/k-5th-mandarin-teacher-at-basis-ed-4196486463?position=28&pageNum=0&refId=FiZmQqFLZxQmqT76UcPBnw%3D%3D&trackingId=dqTnP0%2FipKL8u2JAnApI7w%3D%3D,LinkedIn
ID 6320 - Second Grade Chinese Immersion Teacher - 1.0 FTE for 191 days,Lake Oswego Senior High School,"Lake Oswego, OR",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/id-6320-second-grade-chinese-immersion-teacher-1-0-fte-for-191-days-at-lake-oswego-senior-high-school-4200290305?position=38&pageNum=0&refId=FiZmQqFLZxQmqT76UcPBnw%3D%3D&trackingId=zwYcuO1rXX2L6dLADf%2BwlQ%3D%3D,LinkedIn
Middle School Mandarin Teacher,Synapse School,"Menlo Park, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/middle-school-mandarin-teacher-at-synapse-school-4199903780?position=44&pageNum=0&refId=FiZmQqFLZxQmqT76UcPBnw%3D%3D&trackingId=7AhbgGlICgXsj4v1sKCKag%3D%3D,LinkedIn
