title,company,location,salary,date_posted,job_link,source
"Part-Time Language Teachers (Chinese) - Candidate Pool
Job ID : 277810",Urban Resilience Hub by UN-Habitat's CRGP,"New York, United States",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/part-time-language-teachers-chinese-candidate-pool%0Ajob-id-277810-at-urban-resilience-hub-by-un-habitat-s-crgp-4418988408?position=2&pageNum=0&refId=H4kpU0%2Fgx7maDVm9XokCsA%3D%3D&trackingId=rZQp68JcO%2F41Hal%2BLMP3tw%3D%3D,LinkedIn
Mandarin Teacher,"Carney, Sandoe & Associates",San Francisco Bay Area,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-at-carney-sandoe-associates-4416327359?position=5&pageNum=0&refId=H4kpU0%2Fgx7maDVm9XokCsA%3D%3D&trackingId=wlbEprgmsTnuaAu%2FsxGvEw%3D%3D,LinkedIn
Kindergarten Chinese Lead Teacher,Chinese American International School,"San Francisco, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/kindergarten-chinese-lead-teacher-at-chinese-american-international-school-4417484299?position=10&pageNum=0&refId=H4kpU0%2Fgx7maDVm9XokCsA%3D%3D&trackingId=Ekl3IoBIZ0u8GI97CnAOTQ%3D%3D,LinkedIn
Mandarin Teacher,Fusion Academy,"Berkeley, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-at-fusion-academy-4414516527?position=11&pageNum=0&refId=H4kpU0%2Fgx7maDVm9XokCsA%3D%3D&trackingId=5Fzqnt2yobcrY2Fu4Y6O5g%3D%3D,LinkedIn
Adjunct Chinese Foreign Language Instructor,Inside Higher Ed,"Lancaster, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/adjunct-chinese-foreign-language-instructor-at-inside-higher-ed-4416983638?position=13&pageNum=0&refId=H4kpU0%2Fgx7maDVm9XokCsA%3D%3D&trackingId=K%2FM0W18HaksKAAwzXUorAg%3D%3D,LinkedIn
Mandarin Chinese Language teacher  ID- 1114304,Language Trainers,"Chicago, IL",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-language-teacher-id-1114304-at-language-trainers-4417443099?position=14&pageNum=0&refId=H4kpU0%2Fgx7maDVm9XokCsA%3D%3D&trackingId=gD3ySwhwHeDNydtdtBKSEg%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4416162756?position=18&pageNum=0&refId=H4kpU0%2Fgx7maDVm9XokCsA%3D%3D&trackingId=DPjE6wFsJ6fmijz6CvVyOg%3D%3D,LinkedIn
Preschool Chinese Lead Teacher,Chinese American International School,"San Francisco, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/preschool-chinese-lead-teacher-at-chinese-american-international-school-4417476767?position=21&pageNum=0&refId=H4kpU0%2Fgx7maDVm9XokCsA%3D%3D&trackingId=S9lowpa1x07AgjEw8UXYdg%3D%3D,LinkedIn
Middle School & High School Mandarin Teacher (Part-Time),The Dalton School,"New York, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/middle-school-high-school-mandarin-teacher-part-time-at-the-dalton-school-4416729810?position=30&pageNum=0&refId=H4kpU0%2Fgx7maDVm9XokCsA%3D%3D&trackingId=aMJUzpVZx%2FHDgkI2%2FJVOVg%3D%3D,LinkedIn
Chinese Language Instructor - Part-Time On-Call,CACI International Inc,"Annapolis Junction, MD",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-instructor-part-time-on-call-at-caci-international-inc-4413323907?position=33&pageNum=0&refId=H4kpU0%2Fgx7maDVm9XokCsA%3D%3D&trackingId=Z56gKX2Dv81kazdF7Y3liw%3D%3D,LinkedIn
Mandarin Teacher - K-3rd Grade,BASIS Ed,"Benbrook, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-k-3rd-grade-at-basis-ed-4416995576?position=35&pageNum=0&refId=H4kpU0%2Fgx7maDVm9XokCsA%3D%3D&trackingId=VuqqmBHQL%2BZp0BSqETp%2FNQ%3D%3D,LinkedIn
