title,company,location,salary,date_posted,job_link,source
"Korean, Japanese, Mandarin Teachers/professors/ instructors",Bay Language Academy,"Alameda, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/korean-japanese-mandarin-teachers-professors-instructors-at-bay-language-academy-4282238259?position=1&pageNum=0&refId=aEHexRM%2Bg%2B3JW5V9thmRyQ%3D%3D&trackingId=T1xi9IxHOl9D0Pb2ppe4og%3D%3D,LinkedIn
Chinese- Mandarin Teacher/Instructor for a multilingual Language Cente,Bay Language Academy,"Alameda, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-mandarin-teacher-instructor-for-a-multilingual-language-cente-at-bay-language-academy-4284358909?position=2&pageNum=0&refId=aEHexRM%2Bg%2B3JW5V9thmRyQ%3D%3D&trackingId=XsPAQr%2BBvMwZI02p%2BnbHHA%3D%3D,LinkedIn
Foreign Language Instructor-Chinese Mandarin,Chi-Chack LLC,"Tacoma, WA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/foreign-language-instructor-chinese-mandarin-at-chi-chack-llc-4288438657?position=3&pageNum=0&refId=aEHexRM%2Bg%2B3JW5V9thmRyQ%3D%3D&trackingId=AC9J9uavEAln66H8oxQsLA%3D%3D,LinkedIn
Chinese Teacher,Yu Ming Charter School,"Oakland, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-teacher-at-yu-ming-charter-school-4284203113?position=4&pageNum=0&refId=aEHexRM%2Bg%2B3JW5V9thmRyQ%3D%3D&trackingId=ATsiJzLPVMOW%2FLfUrc1f8A%3D%3D,LinkedIn
Mandarin Chinese Teacher (Middle School),International Leadership of Texas,"Fort Worth, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-middle-school-at-international-leadership-of-texas-4268797216?position=6&pageNum=0&refId=aEHexRM%2Bg%2B3JW5V9thmRyQ%3D%3D&trackingId=lUv%2B9W%2F5b9ca7ZvKoRJ9jQ%3D%3D,LinkedIn
Chinese Teacher,Compunnel Inc.,"Hemlock, MI",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-teacher-at-compunnel-inc-4288450192?position=7&pageNum=0&refId=aEHexRM%2Bg%2B3JW5V9thmRyQ%3D%3D&trackingId=PVZ9Fff3Byi7Gxg5N9C0cg%3D%3D,LinkedIn
Mandarin Chinese Teacher (Middle School),International Leadership of Texas,"Fort Worth, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-middle-school-at-international-leadership-of-texas-4287559379?position=8&pageNum=0&refId=aEHexRM%2Bg%2B3JW5V9thmRyQ%3D%3D&trackingId=9CAR%2Fpjm3AqdohBH9B8Udw%3D%3D,LinkedIn
Online Chinese Teacher for Children,Language Mindset,"Saratoga Springs, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/online-chinese-teacher-for-children-at-language-mindset-4285914330?position=10&pageNum=0&refId=aEHexRM%2Bg%2B3JW5V9thmRyQ%3D%3D&trackingId=GYkYee5Z7vrW0lFZHLJe0Q%3D%3D,LinkedIn
Mandarin Teacher,"Chaminade College Preparatory, CA","Los Angeles, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-at-chaminade-college-preparatory-ca-4287705857?position=11&pageNum=0&refId=aEHexRM%2Bg%2B3JW5V9thmRyQ%3D%3D&trackingId=jtxgebQ%2B5aGxYkBhCb9gAQ%3D%3D,LinkedIn
Mandarin Substitute Teachers,Global Village Academy,"Parker, CO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-substitute-teachers-at-global-village-academy-4287259992?position=16&pageNum=0&refId=aEHexRM%2Bg%2B3JW5V9thmRyQ%3D%3D&trackingId=fhBpgo%2BH4n64%2BhQ7hH4jHg%3D%3D,LinkedIn
Mandarin Teacher,"Chaminade College Preparatory, CA","Val Verde, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-at-chaminade-college-preparatory-ca-4287749405?position=21&pageNum=0&refId=aEHexRM%2Bg%2B3JW5V9thmRyQ%3D%3D&trackingId=ekRZVAmP%2B%2BOsayZ6I%2F%2FqBA%3D%3D,LinkedIn
Elementary Chinese Immersion Teacher,St. Cloud Area School District 742,"Waite Park, MN",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/elementary-chinese-immersion-teacher-at-st-cloud-area-school-district-742-4285023765?position=26&pageNum=0&refId=aEHexRM%2Bg%2B3JW5V9thmRyQ%3D%3D&trackingId=Mkk8StGFub0%2B2tH8jugWHg%3D%3D,LinkedIn
Teacher - Chinese (OE) Stipend Position,Community Unit School District 308,"Oswego, IL",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/teacher-chinese-oe-stipend-position-at-community-unit-school-district-308-4288606097?position=35&pageNum=0&refId=aEHexRM%2Bg%2B3JW5V9thmRyQ%3D%3D&trackingId=Ecp6UGnW6qgjfzOzAfuH4g%3D%3D,LinkedIn
Middle School/High School Mandarin Teacher (Part-Time),The Dalton School,"New York, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/middle-school-high-school-mandarin-teacher-part-time-at-the-dalton-school-4272449273?position=37&pageNum=0&refId=aEHexRM%2Bg%2B3JW5V9thmRyQ%3D%3D&trackingId=yliindAPKJ0G8mfHOWbv8A%3D%3D,LinkedIn
