title,company,location,salary,date_posted,job_link,source
"FY27: Teacher, World Languages Chinese, Thomas Wootton HS, 1.0 FTE",Montgomery County Public Schools,"Rockville, MD",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/fy27-teacher-world-languages-chinese-thomas-wootton-hs-1-0-fte-at-montgomery-county-public-schools-4457864798?position=1&pageNum=0&refId=Ap29u8Ky9KrYO%2BxjgEDB2Q%3D%3D&trackingId=wVgB7Nhe%2Bd%2BxLhEYmYzBRg%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Arlington, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4457497305?position=2&pageNum=0&refId=Ap29u8Ky9KrYO%2BxjgEDB2Q%3D%3D&trackingId=MZQvMod0ZtdzDXU6MChnvQ%3D%3D,LinkedIn
Elementary School Teacher - 1st Grade (Mandarin),Wake County Public School System,"Raleigh, NC",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/elementary-school-teacher-1st-grade-mandarin-at-wake-county-public-school-system-4457703777?position=4&pageNum=0&refId=Ap29u8Ky9KrYO%2BxjgEDB2Q%3D%3D&trackingId=BRd94Qlmj9tx8isgpdedEg%3D%3D,LinkedIn
Lead Preschool Teacher (Chinese),Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/lead-preschool-teacher-chinese-at-purple-magpie-mandarin-4458318865?position=6&pageNum=0&refId=Ap29u8Ky9KrYO%2BxjgEDB2Q%3D%3D&trackingId=2z%2Bkihm4C1J%2F3Lth%2BBwQdg%3D%3D,LinkedIn
Lead Preschool Teacher (Chinese),Purple Magpie Mandarin,"Los Angeles, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/lead-preschool-teacher-chinese-at-purple-magpie-mandarin-4458634821?position=7&pageNum=0&refId=Ap29u8Ky9KrYO%2BxjgEDB2Q%3D%3D&trackingId=OfmG9cTEYcZoosQFPd%2BAOA%3D%3D,LinkedIn
High School Economics Tutor/Teacher (Bilingual Mandarin),NOVEL PREP,"Diamond Bar, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/high-school-economics-tutor-teacher-bilingual-mandarin-at-novel-prep-4455089837?position=9&pageNum=0&refId=Ap29u8Ky9KrYO%2BxjgEDB2Q%3D%3D&trackingId=GMceRjmO97AZTPe6yXNKYQ%3D%3D,LinkedIn
Chinese Teacher  Long Term Substitute,Half Hollow Hills Central School District,"Huntington Station, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-teacher-%C2%96-long-term-substitute-at-half-hollow-hills-central-school-district-4458058283?position=15&pageNum=0&refId=Ap29u8Ky9KrYO%2BxjgEDB2Q%3D%3D&trackingId=qzBqjYMcip9gvH1mJBafKw%3D%3D,LinkedIn
Mandarin Chinese Instructor Opportunities,Concorde Education,"Los Angeles, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-instructor-opportunities-at-concorde-education-4454683157?position=17&pageNum=0&refId=Ap29u8Ky9KrYO%2BxjgEDB2Q%3D%3D&trackingId=bsD7II9ApgPPxezy43URPA%3D%3D,LinkedIn
Mandarin Chinese Instructor Opportunities,Concorde Education,"Lennox, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-instructor-opportunities-at-concorde-education-4454673220?position=19&pageNum=0&refId=Ap29u8Ky9KrYO%2BxjgEDB2Q%3D%3D&trackingId=GwnWsu3LBYHYBRw95x%2FnuA%3D%3D,LinkedIn
"Student Employment - Tutor Non-Certified, Chinese Mandarin (Part Time)",Salt Lake Community College,"Salt Lake City, UT",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/student-employment-tutor-non-certified-chinese-mandarin-part-time-at-salt-lake-community-college-4458063620?position=24&pageNum=0&refId=Ap29u8Ky9KrYO%2BxjgEDB2Q%3D%3D&trackingId=zgEIRltJtuY8pN9vKssinQ%3D%3D,LinkedIn
