title,company,location,salary,date_posted,job_link,source
Middle and Upper School Mandarin Chinese Teacher,Washington International School,"Washington, DC",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/middle-and-upper-school-mandarin-chinese-teacher-at-washington-international-school-4386112149?position=3&pageNum=0&refId=xdnkivmP2RKfUFE94%2Bsiew%3D%3D&trackingId=tvnxpIwnmj9zT3zBpJVrUw%3D%3D,LinkedIn
Chinese Language Teacher (Remote),Get Offers,United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-teacher-remote-at-get-offers-4387260792?position=6&pageNum=0&refId=xdnkivmP2RKfUFE94%2Bsiew%3D%3D&trackingId=LM26JBMDE5pF7qPIdoCYOA%3D%3D,LinkedIn
Mandarin Teacher,Fusion Academy,"Berkeley, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-at-fusion-academy-4386483819?position=13&pageNum=0&refId=xdnkivmP2RKfUFE94%2Bsiew%3D%3D&trackingId=LK5aQxx9QSe0Dv6AhvkAYA%3D%3D,LinkedIn
Adjunct Chinese Foreign Language Instructor,Inside Higher Ed,"Lancaster, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/adjunct-chinese-foreign-language-instructor-at-inside-higher-ed-4386853903?position=14&pageNum=0&refId=xdnkivmP2RKfUFE94%2Bsiew%3D%3D&trackingId=JeYtaSINVVAK2LlTZJ73RA%3D%3D,LinkedIn
Chinese (Foreign Languages) Adjunct Instructor Applicant Pool,Inside Higher Ed,"Santa Clarita, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-foreign-languages-adjunct-instructor-applicant-pool-at-inside-higher-ed-4386350277?position=18&pageNum=0&refId=xdnkivmP2RKfUFE94%2Bsiew%3D%3D&trackingId=D8T6T2MN3cRAD5jfhHaoeA%3D%3D,LinkedIn
.8 Mandarin Chinese Teacher,Academy School District 20,"Colorado Springs, CO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/8-mandarin-chinese-teacher-at-academy-school-district-20-4388543148?position=22&pageNum=0&refId=xdnkivmP2RKfUFE94%2Bsiew%3D%3D&trackingId=eC9BeTOchP8pW3OLgggobg%3D%3D,LinkedIn
0.6 Foreign Language Teacher-Chinese -Temporary (Control Code: 23537),Valley View School District 365U,Greater Chicago Area,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/0-6-foreign-language-teacher-chinese-temporary-control-code-23537-at-valley-view-school-district-365u-4384099085?position=23&pageNum=0&refId=xdnkivmP2RKfUFE94%2Bsiew%3D%3D&trackingId=ztzZxo6jqttWHFa1DBCyMw%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Los Angeles, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4385903171?position=24&pageNum=0&refId=xdnkivmP2RKfUFE94%2Bsiew%3D%3D&trackingId=3qhHA0c5TI5ChUZdmfqO2Q%3D%3D,LinkedIn
2026-27 Universal Preschool  Mandarin Lead Teacher,Lansing School District,"Lansing, MI",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/2026-27-universal-preschool-mandarin-lead-teacher-at-lansing-school-district-4388382382?position=25&pageNum=0&refId=xdnkivmP2RKfUFE94%2Bsiew%3D%3D&trackingId=nd18x4aJVOH2WqWhMbVZsg%3D%3D,LinkedIn
Lead Infant & Toddler & Primary Assistants Mandarin or Spanish Teacher,Acquire4Hire,"Phoenix, AZ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/lead-infant-toddler-primary-assistants-mandarin-or-spanish-teacher-at-acquire4hire-4386584546?position=31&pageNum=0&refId=xdnkivmP2RKfUFE94%2Bsiew%3D%3D&trackingId=HTE93E69ii%2Ffkrx2zfn1Hg%3D%3D,LinkedIn
Mandarin Teacher - Elementary 26/27,BASIS Ed,"Mesa, AZ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-elementary-26-27-at-basis-ed-4387397763?position=32&pageNum=0&refId=xdnkivmP2RKfUFE94%2Bsiew%3D%3D&trackingId=C9EixYzv01uj2XHgR7qdQg%3D%3D,LinkedIn
"Primary Lead Teacher Mandarin, Spanish or English",Acquire4Hire,"Phoenix, AZ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/primary-lead-teacher-mandarin-spanish-or-english-at-acquire4hire-4386579748?position=52&pageNum=0&refId=xdnkivmP2RKfUFE94%2Bsiew%3D%3D&trackingId=G1tZiNLwooFbvXp6COXaYA%3D%3D,LinkedIn
