title,company,location,salary,date_posted,job_link,source
"Mandarin Teacher: Middle School - Jersey City, NJ",Kreyco,"Jersey City, NJ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-middle-school-jersey-city-nj-at-kreyco-4264236875?position=1&pageNum=0&refId=Nvwd%2FUSSQ6Soe4gEkuAGYA%3D%3D&trackingId=tgP%2FnLcAIpOGWbT0j%2Bs7lA%3D%3D,LinkedIn
Chinese Teacher,Compunnel Inc.,"Hemlock, MI",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-teacher-at-compunnel-inc-4265018207?position=2&pageNum=0&refId=Nvwd%2FUSSQ6Soe4gEkuAGYA%3D%3D&trackingId=IH3UOixy7Su7jxMJSEGh2g%3D%3D,LinkedIn
Chinese Language Teacher,Green Fields School,"Tucson, AZ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-teacher-at-green-fields-school-4265011482?position=3&pageNum=0&refId=Nvwd%2FUSSQ6Soe4gEkuAGYA%3D%3D&trackingId=ots%2BikEb4xFJPQSoHzCOUA%3D%3D,LinkedIn
Mandarin-Chinese and Arabic Teachers/Instructors/Professors,Bay Language Academy,"Alameda, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-and-arabic-teachers-instructors-professors-at-bay-language-academy-4263827024?position=4&pageNum=0&refId=Nvwd%2FUSSQ6Soe4gEkuAGYA%3D%3D&trackingId=k%2BeUh5PT%2Bk0H8zjAtHPeJA%3D%3D,LinkedIn
Foreign Language Instructor (Chinese) Pool-Part-Time,North Orange County Community College District,"Cypress, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/foreign-language-instructor-chinese-pool-part-time-at-north-orange-county-community-college-district-4236580440?position=5&pageNum=0&refId=Nvwd%2FUSSQ6Soe4gEkuAGYA%3D%3D&trackingId=J6xXDiu4sdtIGDznR6VetA%3D%3D,LinkedIn
Virtual Certified Chinese Teacher 25 - 26 School year,"Proximity Learning, Inc.",United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/virtual-certified-chinese-teacher-25-26-school-year-at-proximity-learning-inc-4224502553?position=6&pageNum=0&refId=Nvwd%2FUSSQ6Soe4gEkuAGYA%3D%3D&trackingId=NGAIPcv1hB6OWMOv3NIRXA%3D%3D,LinkedIn
Mandarin Chinese Teacher (Middle School),International Leadership of Texas,"Arlington, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-middle-school-at-international-leadership-of-texas-4263390540?position=7&pageNum=0&refId=Nvwd%2FUSSQ6Soe4gEkuAGYA%3D%3D&trackingId=O6lZTGJP5uwieRr%2BCYaJxQ%3D%3D,LinkedIn
Mandarin Chinese Language teacher -  ID: 1056832,Language Trainers | In-Person (Workplace or Home) and Online (Zoom-Meet-Skype) Language Courses,"Greensboro, NC",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-language-teacher-id-1056832-at-language-trainers-in-person-workplace-or-home-and-online-zoom-meet-skype-language-courses-4264258682?position=8&pageNum=0&refId=Nvwd%2FUSSQ6Soe4gEkuAGYA%3D%3D&trackingId=zLw4oGVALp45dZSYSy2C4w%3D%3D,LinkedIn
Middle School Chinese Teacher 50%,Holton-Arms School,"Bethesda, MD",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/middle-school-chinese-teacher-50%25-at-holton-arms-school-4261180190?position=10&pageNum=0&refId=Nvwd%2FUSSQ6Soe4gEkuAGYA%3D%3D&trackingId=2Ev4%2FxiJmpWnSyNK%2BBCbkA%3D%3D,LinkedIn
Virtual Certified Chinese Teacher 25 - 26 School year,Recruitment At Proximity Learning,United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/virtual-certified-chinese-teacher-25-26-school-year-at-recruitment-at-proximity-learning-4235396584?position=11&pageNum=0&refId=Nvwd%2FUSSQ6Soe4gEkuAGYA%3D%3D&trackingId=%2FBDfXgtl%2Blg2ywCyzAR1WA%3D%3D,LinkedIn
Part-Time Mandarin Teacher,The Hudson School,"Hoboken, NJ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/part-time-mandarin-teacher-at-the-hudson-school-4262546633?position=13&pageNum=0&refId=Nvwd%2FUSSQ6Soe4gEkuAGYA%3D%3D&trackingId=ZLrfbgkiXARQMsUDq0eTTg%3D%3D,LinkedIn
Language teacher - Mandarin Chinese | ID1056513,Language Trainers | In-Person (Workplace or Home) and Online (Zoom-Meet-Skype) Language Courses,"San Antonio, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/language-teacher-mandarin-chinese-id1056513-at-language-trainers-in-person-workplace-or-home-and-online-zoom-meet-skype-language-courses-4265280713?position=15&pageNum=0&refId=Nvwd%2FUSSQ6Soe4gEkuAGYA%3D%3D&trackingId=87JesChAMW8r2uEqqM4Itg%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4265720019?position=17&pageNum=0&refId=Nvwd%2FUSSQ6Soe4gEkuAGYA%3D%3D&trackingId=oLV%2BOYpO3%2FC%2FIMUas6zefA%3D%3D,LinkedIn
Assistant Mandarin Teacher (North Phoenix),Acquire4Hire,"Phoenix, AZ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-mandarin-teacher-north-phoenix-at-acquire4hire-4265518792?position=18&pageNum=0&refId=Nvwd%2FUSSQ6Soe4gEkuAGYA%3D%3D&trackingId=nQoxLaz86Djti%2Bipf%2BgK4A%3D%3D,LinkedIn
