title,company,location,salary,date_posted,job_link,source
Mandarin Chinese Teacher,International Leadership of Texas,"Arlington, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4457497305?position=1&pageNum=0&refId=hjSfVTn828sBqT1IaHab7g%3D%3D&trackingId=aROiql4pjLzsaQnUXA%2BQbg%3D%3D,LinkedIn
Chinese Teacher (PreK-8th Grade Roles),St. Louis Language Immersion School (SLLIS),"St Louis, MO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-teacher-prek-8th-grade-roles-at-st-louis-language-immersion-school-sllis-4458412412?position=2&pageNum=0&refId=hjSfVTn828sBqT1IaHab7g%3D%3D&trackingId=vl8sOD%2FO%2BvQF6c%2BxjGuOyw%3D%3D,LinkedIn
Elementary School Teacher - 1st Grade (Mandarin),Wake County Public School System,"Raleigh, NC",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/elementary-school-teacher-1st-grade-mandarin-at-wake-county-public-school-system-4457703777?position=4&pageNum=0&refId=hjSfVTn828sBqT1IaHab7g%3D%3D&trackingId=XZJ77x9fnzScFT6r%2F%2BiRUQ%3D%3D,LinkedIn
Lead Preschool Teacher (Chinese),Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/lead-preschool-teacher-chinese-at-purple-magpie-mandarin-4458318865?position=5&pageNum=0&refId=hjSfVTn828sBqT1IaHab7g%3D%3D&trackingId=q%2FPOvPBim3avcJfxWFnBhQ%3D%3D,LinkedIn
Lead Preschool Teacher (Chinese),Purple Magpie Mandarin,"Los Angeles, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/lead-preschool-teacher-chinese-at-purple-magpie-mandarin-4458634821?position=6&pageNum=0&refId=hjSfVTn828sBqT1IaHab7g%3D%3D&trackingId=P%2BF%2F2XlViJV8TLTiUtPlTw%3D%3D,LinkedIn
Chinese Teacher  Long Term Substitute,Half Hollow Hills Central School District,"Huntington Station, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-teacher-%C2%96-long-term-substitute-at-half-hollow-hills-central-school-district-4458058283?position=18&pageNum=0&refId=hjSfVTn828sBqT1IaHab7g%3D%3D&trackingId=1pYjZ3XiZ8DE7aDDGCtioA%3D%3D,LinkedIn
"Student Employment - Tutor Non-Certified, Chinese Mandarin (Part Time)",Salt Lake Community College,"Salt Lake City, UT",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/student-employment-tutor-non-certified-chinese-mandarin-part-time-at-salt-lake-community-college-4458063620?position=25&pageNum=0&refId=hjSfVTn828sBqT1IaHab7g%3D%3D&trackingId=A275y1iNHuLrlEtpxhfREw%3D%3D,LinkedIn
"Student Employment - Tutor Non-Certified, Chinese Mandarin (Part Time)",Salt Lake Community College,"Taylorsville, UT",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/student-employment-tutor-non-certified-chinese-mandarin-part-time-at-salt-lake-community-college-4459408396?position=29&pageNum=0&refId=hjSfVTn828sBqT1IaHab7g%3D%3D&trackingId=C4z8P%2BWS%2FBtp44zezeOANw%3D%3D,LinkedIn
Middle School & High School Mandarin Teacher (Part-Time),The Dalton School,"New York, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/middle-school-high-school-mandarin-teacher-part-time-at-the-dalton-school-4461060736?position=30&pageNum=0&refId=hjSfVTn828sBqT1IaHab7g%3D%3D&trackingId=2wA7pmW7qIVGbqveLjdThA%3D%3D,LinkedIn
Mandarin Teacher - Part-Time,Bellevue Montessori School,"Bellevue, WA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-part-time-at-bellevue-montessori-school-4459051782?position=31&pageNum=0&refId=hjSfVTn828sBqT1IaHab7g%3D%3D&trackingId=MC6Z%2B7fS%2FUEhx5M61BPatA%3D%3D,LinkedIn
Mandarin Chinese Language Teacher  - ID: 1128416,Language Trainers,"Seattle, WA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-language-teacher-id-1128416-at-language-trainers-4459370162?position=34&pageNum=0&refId=hjSfVTn828sBqT1IaHab7g%3D%3D&trackingId=98NIQpNcTj9PC69jpW8fWA%3D%3D,LinkedIn
Chinese Language Instructor - Part-Time On-Call,CACI International Inc,"Annapolis Junction, MD",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-instructor-part-time-on-call-at-caci-international-inc-4456962845?position=37&pageNum=0&refId=hjSfVTn828sBqT1IaHab7g%3D%3D&trackingId=NnYuc0s2CeEDhVf49TCuuw%3D%3D,LinkedIn
