title,company,location,salary,date_posted,job_link,source
21_22 Chinese Virtual Teacher,"Proximity Learning, Inc.","Austin, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/21-22-chinese-virtual-teacher-at-proximity-learning-inc-4414903380?position=1&pageNum=0&refId=GKymcOZNUPY9qkRfrp92fQ%3D%3D&trackingId=YGVMxrbcVMtCHuh0H%2Bx41w%3D%3D,LinkedIn
26-27 SY: Mandarin Teacher - 6th-8th Grade (Part-Time),Kreyco,"Harrison, NJ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/26-27-sy-mandarin-teacher-6th-8th-grade-part-time-at-kreyco-4414691644?position=2&pageNum=0&refId=GKymcOZNUPY9qkRfrp92fQ%3D%3D&trackingId=ZtMshzSa9vq6jCzsllcihg%3D%3D,LinkedIn
26-27 SY: Mandarin Teacher - 6th-8th Grade (Part-Time),Kreyco,"Kearny, NJ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/26-27-sy-mandarin-teacher-6th-8th-grade-part-time-at-kreyco-4414687638?position=3&pageNum=0&refId=GKymcOZNUPY9qkRfrp92fQ%3D%3D&trackingId=nH5cQwYFEIfKCHK5AyHpUg%3D%3D,LinkedIn
26-27 SY: Mandarin Teacher - 6th-8th Grade (Part-Time),Kreyco,"Union City, NJ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/26-27-sy-mandarin-teacher-6th-8th-grade-part-time-at-kreyco-4414688661?position=4&pageNum=0&refId=GKymcOZNUPY9qkRfrp92fQ%3D%3D&trackingId=fKWgw64PnGnQS%2F6DLlBkPA%3D%3D,LinkedIn
26-27 SY: Mandarin Teacher - 6th-8th Grade (Part-Time),Kreyco,"Hoboken, NJ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/26-27-sy-mandarin-teacher-6th-8th-grade-part-time-at-kreyco-4414906182?position=5&pageNum=0&refId=GKymcOZNUPY9qkRfrp92fQ%3D%3D&trackingId=rAEeTg6tiSc1XkAqtUiohw%3D%3D,LinkedIn
26-27 SY: Mandarin Teacher - 6th-8th Grade (Part-Time),Kreyco,"West New York, NJ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/26-27-sy-mandarin-teacher-6th-8th-grade-part-time-at-kreyco-4414696491?position=6&pageNum=0&refId=GKymcOZNUPY9qkRfrp92fQ%3D%3D&trackingId=WcZOWfwn4isCUHMaGY72uA%3D%3D,LinkedIn
Mandarin Chinese Language Instructor (Part Time),Concorde Education,"Lake View Terrace, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-language-instructor-part-time-at-concorde-education-4411547710?position=7&pageNum=0&refId=GKymcOZNUPY9qkRfrp92fQ%3D%3D&trackingId=2lpfNbCb6NudlLsLZIIIKQ%3D%3D,LinkedIn
26-27 SY: Mandarin Teacher - 6th-8th Grade (Part-Time),Kreyco,"Bayonne, NJ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/26-27-sy-mandarin-teacher-6th-8th-grade-part-time-at-kreyco-4414684785?position=8&pageNum=0&refId=GKymcOZNUPY9qkRfrp92fQ%3D%3D&trackingId=iT8f3yjFSdKBr49XujjBig%3D%3D,LinkedIn
Mandarin Chinese Language Instructor (Part Time),Concorde Education,"Lennox, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-language-instructor-part-time-at-concorde-education-4411556173?position=9&pageNum=0&refId=GKymcOZNUPY9qkRfrp92fQ%3D%3D&trackingId=a6x%2BrsWsszQA7HhNNcRqUA%3D%3D,LinkedIn
Virtual Chinese Teacher (2026-27) School year,"Proximity Learning, Inc.",United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/virtual-chinese-teacher-2026-27-school-year-at-proximity-learning-inc-4412979434?position=11&pageNum=0&refId=GKymcOZNUPY9qkRfrp92fQ%3D%3D&trackingId=ZvULIiIn2MUuGNR8jiBaCw%3D%3D,LinkedIn
