title,company,location,salary,date_posted,job_link,source
Mandarin Chinese Language Instructor (Part Time),Concorde Education,"Lake View Terrace, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-language-instructor-part-time-at-concorde-education-4425379935?position=1&pageNum=0&refId=NdEzr4G1Xhon231tCD6J0g%3D%3D&trackingId=N4JZsGHTAcGEW6E2X9YbuQ%3D%3D,LinkedIn
Mandarin Chinese Language Instructor (Part Time),Concorde Education,"Lennox, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-language-instructor-part-time-at-concorde-education-4425366930?position=2&pageNum=0&refId=NdEzr4G1Xhon231tCD6J0g%3D%3D&trackingId=XvnOjjnExUj3bdfi0QtE6g%3D%3D,LinkedIn
Virtual Chinese Teacher (2026-27) School year,"Proximity Learning, Inc.",United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/virtual-chinese-teacher-2026-27-school-year-at-proximity-learning-inc-4412979434?position=3&pageNum=0&refId=NdEzr4G1Xhon231tCD6J0g%3D%3D&trackingId=L5anU%2FMa7t7Tk3LUGVtvHg%3D%3D,LinkedIn
Chinese Teacher,The Language Lounge,"Leander, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-teacher-at-the-language-lounge-4426694066?position=4&pageNum=0&refId=NdEzr4G1Xhon231tCD6J0g%3D%3D&trackingId=LGmmo0N0G%2FrBOst%2FSLfoSQ%3D%3D,LinkedIn
Chinese Teacher,Avance Consulting,United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-teacher-at-avance-consulting-4426617289?position=5&pageNum=0&refId=NdEzr4G1Xhon231tCD6J0g%3D%3D&trackingId=FKrvLfVS6fL41GsY0Ic3Lw%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Fort Worth, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4371780965?position=7&pageNum=0&refId=NdEzr4G1Xhon231tCD6J0g%3D%3D&trackingId=aqZVI28htRpV38GlZ9izDQ%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Fort Worth, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4371783906?position=8&pageNum=0&refId=NdEzr4G1Xhon231tCD6J0g%3D%3D&trackingId=k9AL6XAiwZOUC8rmg2AaJw%3D%3D,LinkedIn
Chinese Teacher,Virginia Beach City Public Schools,"Virginia Beach, VA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-teacher-at-virginia-beach-city-public-schools-4425333100?position=9&pageNum=0&refId=NdEzr4G1Xhon231tCD6J0g%3D%3D&trackingId=1VHAlY27bp1NLewkcmdI0w%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"North Richland Hills, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4401460346?position=11&pageNum=0&refId=NdEzr4G1Xhon231tCD6J0g%3D%3D&trackingId=v%2BX4kNLpDMbXzIPEhy6a6g%3D%3D,LinkedIn
Chinese Mandarin Language Instructor - Experienced Level (Maryland),National Security Agency,"Fort Meade, MD",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-mandarin-language-instructor-experienced-level-maryland-at-national-security-agency-4428805938?position=13&pageNum=0&refId=NdEzr4G1Xhon231tCD6J0g%3D%3D&trackingId=OSFOq8I1nMSH%2F4CO4CcmzA%3D%3D,LinkedIn
