title,company,location,salary,date_posted,job_link,source
Mandarin Chinese Language Instructor (Part Time),Concorde Education,"Los Angeles County, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-language-instructor-part-time-at-concorde-education-4371958496?position=2&pageNum=0&refId=6EfIWqVVJf%2BU7bweir%2FVpQ%3D%3D&trackingId=Av%2ByerAX5aGoA0AabfGr2Q%3D%3D,LinkedIn
"Mandarin Teacher, Grades 6–8",Greenwich Country Day School,"Greenwich, CT",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-grades-6%E2%80%938-at-greenwich-country-day-school-4372140300?position=5&pageNum=0&refId=6EfIWqVVJf%2BU7bweir%2FVpQ%3D%3D&trackingId=YkMM9qLxXx0GcpW%2F4WxyuQ%3D%3D,LinkedIn
2026-27 Mandarin Chinese Teacher - Various Locations,Paradise Valley Unified School District,"Phoenix, AZ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/2026-27-mandarin-chinese-teacher-various-locations-at-paradise-valley-unified-school-district-4373978638?position=6&pageNum=0&refId=6EfIWqVVJf%2BU7bweir%2FVpQ%3D%3D&trackingId=P180Kq1pxmSzPBrbsMM1nQ%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Fort Worth, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4371783906?position=7&pageNum=0&refId=6EfIWqVVJf%2BU7bweir%2FVpQ%3D%3D&trackingId=pjAdtANToK%2BKnFixOaPsVw%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Fort Worth, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4371780965?position=8&pageNum=0&refId=6EfIWqVVJf%2BU7bweir%2FVpQ%3D%3D&trackingId=KTaHTGWcHUXfRmHzfKBzYg%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Fort Worth, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4328201317?position=10&pageNum=0&refId=6EfIWqVVJf%2BU7bweir%2FVpQ%3D%3D&trackingId=bkimo3gOrXjkpzFp7847UA%3D%3D,LinkedIn
High School Mandarin Chinese Teacher,International Leadership of Texas,"Fort Worth, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/high-school-mandarin-chinese-teacher-at-international-leadership-of-texas-4372892823?position=16&pageNum=0&refId=6EfIWqVVJf%2BU7bweir%2FVpQ%3D%3D&trackingId=%2FrxBpcsb28JUAQv%2FF5JufQ%3D%3D,LinkedIn
Lead Mandarin Nature Teacher & Supervisor,My World Education,"Seattle, WA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/lead-mandarin-nature-teacher-supervisor-at-my-world-education-4374158597?position=17&pageNum=0&refId=6EfIWqVVJf%2BU7bweir%2FVpQ%3D%3D&trackingId=Dj5k3%2B4SVBOi8uDraycNfQ%3D%3D,LinkedIn
Adjunct Chinese Foreign Language Instructor,Inside Higher Ed,"Lancaster, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/adjunct-chinese-foreign-language-instructor-at-inside-higher-ed-4373504328?position=25&pageNum=0&refId=6EfIWqVVJf%2BU7bweir%2FVpQ%3D%3D&trackingId=JOTqLWofgckHyLfEjt8Giw%3D%3D,LinkedIn
Chinese (Foreign Languages) Adjunct Instructor Applicant Pool,Inside Higher Ed,"Santa Clarita, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-foreign-languages-adjunct-instructor-applicant-pool-at-inside-higher-ed-4371729822?position=28&pageNum=0&refId=6EfIWqVVJf%2BU7bweir%2FVpQ%3D%3D&trackingId=0DhtkXqMFfk6yevEWbbQnA%3D%3D,LinkedIn
Upper School Mandarin Teacher,Head-Royce School,"Oakland, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/upper-school-mandarin-teacher-at-head-royce-school-4366793620?position=29&pageNum=0&refId=6EfIWqVVJf%2BU7bweir%2FVpQ%3D%3D&trackingId=jmwLXAQQHt0744Zc0wbC8w%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4371128231?position=36&pageNum=0&refId=6EfIWqVVJf%2BU7bweir%2FVpQ%3D%3D&trackingId=k7oDHsWJsehqTiE1LzKoiQ%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Los Angeles, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4372844346?position=37&pageNum=0&refId=6EfIWqVVJf%2BU7bweir%2FVpQ%3D%3D&trackingId=Mgru4BD4YsaquY2xvNZSLw%3D%3D,LinkedIn
