title,company,location,salary,date_posted,job_link,source
Mandarin Chinese Teacher,STAR Education,"Los Angeles, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-star-education-4185201033?position=1&pageNum=0&refId=zlJy%2B3i8c0fbs%2Fls6ADnCw%3D%3D&trackingId=w1%2FHgT7oHKMoo8zuWjz2lg%3D%3D,LinkedIn
"Language Lab Instructor, Chinese",Macalester College,"St Paul, MN",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/language-lab-instructor-chinese-at-macalester-college-4190788090?position=2&pageNum=0&refId=zlJy%2B3i8c0fbs%2Fls6ADnCw%3D%3D&trackingId=PHt21fGtP4GlRdsNVXwarA%3D%3D,LinkedIn
Chinese Language Teacher 2024-2025 (Program Staff) (Residential)(Applicants must live in the United States),Concordia College,"Moorhead, MN",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-teacher-2024-2025-program-staff-residential-applicants-must-live-in-the-united-states-at-concordia-college-4190029388?position=3&pageNum=0&refId=zlJy%2B3i8c0fbs%2Fls6ADnCw%3D%3D&trackingId=8HOnmHxX4aEx23byyVXCpw%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Houston, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4186793792?position=5&pageNum=0&refId=zlJy%2B3i8c0fbs%2Fls6ADnCw%3D%3D&trackingId=kgG8x6Vmsgpmtc7y1eNH8Q%3D%3D,LinkedIn
Mandarin Teacher - 1.0 Fte - Jesse Bethel High School - 2025-2026 School Year,Vallejo City Unified School District,"Vallejo, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-1-0-fte-jesse-bethel-high-school-2025-2026-school-year-at-vallejo-city-unified-school-district-4187518055?position=8&pageNum=0&refId=zlJy%2B3i8c0fbs%2Fls6ADnCw%3D%3D&trackingId=JVZLpFzEx88gLP9BVqShvw%3D%3D,LinkedIn
WCCUSD West County Mandarin Substitute Teacher for 2024-2025 School Year,West Contra Costa Unified School District,"Richmond, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/wccusd-west-county-mandarin-substitute-teacher-for-2024-2025-school-year-at-west-contra-costa-unified-school-district-4188410023?position=11&pageNum=0&refId=zlJy%2B3i8c0fbs%2Fls6ADnCw%3D%3D&trackingId=P0s02heZ1zlw3NMVX1GMaA%3D%3D,LinkedIn
Mandarin Chinese Immersion Teacher - School Year 2025-26,Global Village Academy Collaborative,"Thornton, CO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-immersion-teacher-school-year-2025-26-at-global-village-academy-collaborative-4190024017?position=12&pageNum=0&refId=zlJy%2B3i8c0fbs%2Fls6ADnCw%3D%3D&trackingId=2hMijkl5BC8V%2B3uCDIL0XA%3D%3D,LinkedIn
Chinese Teacher,The Peak School,"Frisco, CO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-teacher-at-the-peak-school-4191267560?position=13&pageNum=0&refId=zlJy%2B3i8c0fbs%2Fls6ADnCw%3D%3D&trackingId=Bg9dJiqdzuy1j%2BgDtO5%2Fdw%3D%3D,LinkedIn
Mandarin Chinese Immersion Teacher - School Year 2025-26,Global Village Academy,"Thornton, CO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-immersion-teacher-school-year-2025-26-at-global-village-academy-4191006646?position=16&pageNum=0&refId=zlJy%2B3i8c0fbs%2Fls6ADnCw%3D%3D&trackingId=HOxDkWRKtCQZSXmKLcLdzw%3D%3D,LinkedIn
Upper School Mandarin Teacher,"Convent of the Sacred Heart, 91st Street","New York, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/upper-school-mandarin-teacher-at-convent-of-the-sacred-heart-91st-street-4183965384?position=17&pageNum=0&refId=zlJy%2B3i8c0fbs%2Fls6ADnCw%3D%3D&trackingId=VWt5gAI3H%2FIgraRmn0zz2g%3D%3D,LinkedIn
Upper Elementary Chinese Homeroom Teacher,Chinese American International School,"San Francisco, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/upper-elementary-chinese-homeroom-teacher-at-chinese-american-international-school-4191015507?position=19&pageNum=0&refId=zlJy%2B3i8c0fbs%2Fls6ADnCw%3D%3D&trackingId=%2FNhIPSQ8FLCEZW%2F9MWl53A%3D%3D,LinkedIn
0.6 Foreign Language Teacher-Chinese -Temporary (Control Code: 23537),Valley View School District 365U,Greater Chicago Area,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/0-6-foreign-language-teacher-chinese-temporary-control-code-23537-at-valley-view-school-district-365u-4184713074?position=22&pageNum=0&refId=zlJy%2B3i8c0fbs%2Fls6ADnCw%3D%3D&trackingId=9CSmt5rTCSbAzPoNRGFBRg%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4187885590?position=24&pageNum=0&refId=zlJy%2B3i8c0fbs%2Fls6ADnCw%3D%3D&trackingId=mGdEG3vM1GjvYDuS07Qxvg%3D%3D,LinkedIn
"Teacher Foreign Language, Chinese (25-26)",Baltimore City Public Schools,"Baltimore, MD",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/teacher-foreign-language-chinese-25-26-at-baltimore-city-public-schools-4186696126?position=33&pageNum=0&refId=zlJy%2B3i8c0fbs%2Fls6ADnCw%3D%3D&trackingId=LBxClkJCSrlbkmelzbQ%2B1Q%3D%3D,LinkedIn
Mandarin Teachers for ages Two months to Kindergarten,The Goddard School,"Jersey City, NJ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teachers-for-ages-two-months-to-kindergarten-at-the-goddard-school-4183790455?position=59&pageNum=0&refId=zlJy%2B3i8c0fbs%2Fls6ADnCw%3D%3D&trackingId=0fpgR33w%2B%2BqS61YgCELd6A%3D%3D,LinkedIn
