title,company,location,salary,date_posted,job_link,source
Laboratory Schools: Temporary Mandarin/Chinese Long-Term Substitute Teacher,University of Chicago,"Chicago, IL",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/laboratory-schools-temporary-mandarin-chinese-long-term-substitute-teacher-at-university-of-chicago-4311217583?position=2&pageNum=0&refId=wc0rMc3dGzcqQpO4uFOXPQ%3D%3D&trackingId=s%2FP%2FtwqAsF2NVS%2FKDkGKXw%3D%3D,LinkedIn
Virtual Chinese Teacher (25-26) School year,Recruitment At Proximity Learning,United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/virtual-chinese-teacher-25-26-school-year-at-recruitment-at-proximity-learning-4312707826?position=3&pageNum=0&refId=wc0rMc3dGzcqQpO4uFOXPQ%3D%3D&trackingId=UZguAy%2FrnlzB%2F3HK6BdkCQ%3D%3D,LinkedIn
Virtual Chinese Teacher (25-26) School year,"Proximity Learning, Inc.",United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/virtual-chinese-teacher-25-26-school-year-at-proximity-learning-inc-4312700935?position=4&pageNum=0&refId=wc0rMc3dGzcqQpO4uFOXPQ%3D%3D&trackingId=Fhwn7dt%2FhEwd5WwfhSn8Cg%3D%3D,LinkedIn
Foreign Language Instructor-Chinese Mandarin,Chi-Chack LLC,"Tacoma, WA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/foreign-language-instructor-chinese-mandarin-at-chi-chack-llc-4313921664?position=5&pageNum=0&refId=wc0rMc3dGzcqQpO4uFOXPQ%3D%3D&trackingId=lCh0QWsVkdYcNQJeyeIRhg%3D%3D,LinkedIn
Mandarin Chinese teacher,Chicago Mandarin Chinese Center,"Chicago, IL",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-chicago-mandarin-chinese-center-4311691265?position=6&pageNum=0&refId=wc0rMc3dGzcqQpO4uFOXPQ%3D%3D&trackingId=kTEsNjM14bBSq0X%2B50HzMA%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Los Angeles, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4312726875?position=15&pageNum=0&refId=wc0rMc3dGzcqQpO4uFOXPQ%3D%3D&trackingId=ced9V5%2BYvbsv7DJxFL6Lqg%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4312743121?position=16&pageNum=0&refId=wc0rMc3dGzcqQpO4uFOXPQ%3D%3D&trackingId=TB1obGnzQUVXwWaLt0o9Uw%3D%3D,LinkedIn
Chinese (Foreign Languages) Adjunct Instructor Applicant Pool,Inside Higher Ed,"Santa Clarita, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-foreign-languages-adjunct-instructor-applicant-pool-at-inside-higher-ed-4313916535?position=17&pageNum=0&refId=wc0rMc3dGzcqQpO4uFOXPQ%3D%3D&trackingId=ugw%2B95FPnxK5HpUhCHGDlw%3D%3D,LinkedIn
