title,company,location,salary,date_posted,job_link,source
Chinese Teacher (PreK-8th Grade Roles),St. Louis Language Immersion School (SLLIS),"St Louis, MO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-teacher-prek-8th-grade-roles-at-st-louis-language-immersion-school-sllis-4458412412?position=1&pageNum=0&refId=UQdJL3i0Lev7n80d0leArA%3D%3D&trackingId=z8BM1Se%2Fjz%2Bx9dKas50gPg%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4458331310?position=2&pageNum=0&refId=UQdJL3i0Lev7n80d0leArA%3D%3D&trackingId=W4Ycb6gx0Z82a6jR32jrEw%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Los Angeles, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4458342082?position=3&pageNum=0&refId=UQdJL3i0Lev7n80d0leArA%3D%3D&trackingId=EYgdEKkwSiAt2Lf4ZmLObA%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Arlington, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4457497305?position=4&pageNum=0&refId=UQdJL3i0Lev7n80d0leArA%3D%3D&trackingId=fh%2FYxvrqUKK%2BNYO2vLiXUA%3D%3D,LinkedIn
Elementary School Teacher - 1st Grade (Mandarin),Wake County Public School System,"Raleigh, NC",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/elementary-school-teacher-1st-grade-mandarin-at-wake-county-public-school-system-4457703777?position=7&pageNum=0&refId=UQdJL3i0Lev7n80d0leArA%3D%3D&trackingId=gkt5f7bblau%2FNJKy7V042A%3D%3D,LinkedIn
Chinese Teacher  Long Term Substitute,Half Hollow Hills Central School District,"Huntington Station, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-teacher-%C2%96-long-term-substitute-at-half-hollow-hills-central-school-district-4458058283?position=10&pageNum=0&refId=UQdJL3i0Lev7n80d0leArA%3D%3D&trackingId=HThnZGYsNv2B1y5pmnNGrw%3D%3D,LinkedIn
Remote Chinese Language Instructor,TwiddleU,United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/remote-chinese-language-instructor-at-twiddleu-4459631166?position=21&pageNum=0&refId=UQdJL3i0Lev7n80d0leArA%3D%3D&trackingId=zjOkm5n%2BOjDE%2B4Bnic82Kg%3D%3D,LinkedIn
Mandarin Chinese Language Teacher  - ID: 1128416,Language Trainers,"Seattle, WA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-language-teacher-id-1128416-at-language-trainers-4459370162?position=39&pageNum=0&refId=UQdJL3i0Lev7n80d0leArA%3D%3D&trackingId=0y44XAzrNJLB3Iwx9hORSw%3D%3D,LinkedIn
Mandarin Teacher - Part-Time,Bellevue Montessori School,"Bellevue, WA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-part-time-at-bellevue-montessori-school-4459051782?position=55&pageNum=0&refId=UQdJL3i0Lev7n80d0leArA%3D%3D&trackingId=76UXCp5Dwr4lNTpiDByAzQ%3D%3D,LinkedIn
