title,company,location,salary,date_posted,job_link,source
Chinese Language Teacher,Sishu Mandarin,"New York, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-teacher-at-sishu-mandarin-4213272508?position=1&pageNum=0&refId=iwceSaG4dJEm2XJMGnYYAg%3D%3D&trackingId=aKVbHCBlIC1GFYeuCzIlNQ%3D%3D,LinkedIn
Mandarin and/or Japanese Teacher Fall 2025,Fusion Academy,"Los Gatos, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-and-or-japanese-teacher-fall-2025-at-fusion-academy-4173678610?position=2&pageNum=0&refId=iwceSaG4dJEm2XJMGnYYAg%3D%3D&trackingId=iLb4VHnEbg28VUK21d0pBg%3D%3D,LinkedIn
Upper School Chinese Teacher,Community School of Naples,"Naples, FL",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/upper-school-chinese-teacher-at-community-school-of-naples-4210005452?position=3&pageNum=0&refId=iwceSaG4dJEm2XJMGnYYAg%3D%3D&trackingId=x%2FmtQ0xQ7xUZxqiJyU%2B%2FRQ%3D%3D,LinkedIn
Part-time Upper School Chinese Teacher,Princeton Day School,"Princeton, NJ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/part-time-upper-school-chinese-teacher-at-princeton-day-school-4211010749?position=5&pageNum=0&refId=iwceSaG4dJEm2XJMGnYYAg%3D%3D&trackingId=LydsJoqySUgWHIeGaD7OTg%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Midlothian, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4211121080?position=6&pageNum=0&refId=iwceSaG4dJEm2XJMGnYYAg%3D%3D&trackingId=YhZgHVUUSr2SUzefiU6IjA%3D%3D,LinkedIn
Mandarin Teacher,Fusion Academy,"Berkeley, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-at-fusion-academy-4114650097?position=9&pageNum=0&refId=iwceSaG4dJEm2XJMGnYYAg%3D%3D&trackingId=4C8cbUoE8PXICtCLEn0VDQ%3D%3D,LinkedIn
Mandarin Chinese Elementary Teacher - School Year 2025-26,Global Village Academy,"Aurora, CO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-elementary-teacher-school-year-2025-26-at-global-village-academy-4212787922?position=10&pageNum=0&refId=iwceSaG4dJEm2XJMGnYYAg%3D%3D&trackingId=crXyICtv3rLgjX8%2FCcs6jQ%3D%3D,LinkedIn
"Mandarin Teacher (Grades 6-12, Part-time)",Brooklyn Friends School,"Brooklyn, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-grades-6-12-part-time-at-brooklyn-friends-school-4211764610?position=12&pageNum=0&refId=iwceSaG4dJEm2XJMGnYYAg%3D%3D&trackingId=Nc6LFt3htVn9Y1is69WmxA%3D%3D,LinkedIn
Mandarin Teacher for World Language,Oyster River Cooperative School District,"Durham, NH",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-for-world-language-at-oyster-river-cooperative-school-district-4211908160?position=13&pageNum=0&refId=iwceSaG4dJEm2XJMGnYYAg%3D%3D&trackingId=5A2ViGyDbTbaeCXwZ%2BGOlA%3D%3D,LinkedIn
Mandarin Immersion Teacher Elementary,Orange Unified School District,"Costa Mesa, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-immersion-teacher-elementary-at-orange-unified-school-district-4210411852?position=14&pageNum=0&refId=iwceSaG4dJEm2XJMGnYYAg%3D%3D&trackingId=05L5KfCnFNui373HrA57tg%3D%3D,LinkedIn
