title,company,location,salary,date_posted,job_link,source
Language Instructor - Chinese Mandarin,Cherokee Federal,"Wahiawa, HI",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/language-instructor-chinese-mandarin-at-cherokee-federal-4289410785?position=1&pageNum=0&refId=Emw1a8mhDRsnEDrpHeP9RA%3D%3D&trackingId=3X3qMCLUs8VgjCVhKez%2BKA%3D%3D,LinkedIn
Chinese Language Instructor,CACI International Inc,"Mililani Town, HI",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-instructor-at-caci-international-inc-4301740021?position=2&pageNum=0&refId=Emw1a8mhDRsnEDrpHeP9RA%3D%3D&trackingId=fsXTmFYk5j1%2FIzy7ADsC9g%3D%3D,LinkedIn
Chinese Language Instructor,CACI International Inc,"Annapolis Junction, MD",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-instructor-at-caci-international-inc-4301741014?position=3&pageNum=0&refId=Emw1a8mhDRsnEDrpHeP9RA%3D%3D&trackingId=YnEjgunVpId95KBdleZpOg%3D%3D,LinkedIn
Foreign Language Instructor-Chinese Mandarin,Chi-Chack LLC,"Tacoma, WA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/foreign-language-instructor-chinese-mandarin-at-chi-chack-llc-4301523826?position=4&pageNum=0&refId=Emw1a8mhDRsnEDrpHeP9RA%3D%3D&trackingId=xLbxkwecKNZezJcGT%2FZQrg%3D%3D,LinkedIn
Adjunct Chinese Foreign Language Instructor,Inside Higher Ed,"Lancaster, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/adjunct-chinese-foreign-language-instructor-at-inside-higher-ed-4300193151?position=7&pageNum=0&refId=Emw1a8mhDRsnEDrpHeP9RA%3D%3D&trackingId=DCB6iEXa%2Fn6A1Nypcgkysw%3D%3D,LinkedIn
Mandarin Teacher,STAR Education,"Los Angeles, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-at-star-education-4296757659?position=10&pageNum=0&refId=Emw1a8mhDRsnEDrpHeP9RA%3D%3D&trackingId=%2ByYfC%2BrU4hgHDyrOQ%2BDeXw%3D%3D,LinkedIn
Chinese (Foreign Languages) Adjunct Instructor Applicant Pool,Inside Higher Ed,"Santa Clarita, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-foreign-languages-adjunct-instructor-applicant-pool-at-inside-higher-ed-4299414238?position=11&pageNum=0&refId=Emw1a8mhDRsnEDrpHeP9RA%3D%3D&trackingId=6rMxJA%2BT8%2FE9VcYmK9IPbA%3D%3D,LinkedIn
Mandarin Chinese Teacher (INR),Academy School District 20,"Colorado Springs, CO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-inr-at-academy-school-district-20-4300124180?position=17&pageNum=0&refId=Emw1a8mhDRsnEDrpHeP9RA%3D%3D&trackingId=RUSnCSSTx0uph1dnSQ2%2FiA%3D%3D,LinkedIn
Elementary School Chinese Lead Teacher,Global Citizens Public Charter School,"Washington, DC",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/elementary-school-chinese-lead-teacher-at-global-citizens-public-charter-school-4301714159?position=29&pageNum=0&refId=Emw1a8mhDRsnEDrpHeP9RA%3D%3D&trackingId=FXo%2Fasnb0Djgh%2BPBrcMpZg%3D%3D,LinkedIn
Mandarin Teacher For Kids (Seattle Area),Sponge School,"Seattle, WA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-for-kids-seattle-area-at-sponge-school-4299647292?position=45&pageNum=0&refId=Emw1a8mhDRsnEDrpHeP9RA%3D%3D&trackingId=fjIlldCKhe3dko1mUR5FNw%3D%3D,LinkedIn
