title,company,location,salary,date_posted,job_link,source
Chinese Language Teacher (Remote),Get Offers,United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-teacher-remote-at-get-offers-4379598976?position=2&pageNum=0&refId=sEQEYdTk8g9fc83akmwPWg%3D%3D&trackingId=xQA9K6aUHwA9mFFulRsgMw%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Grand Prairie, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4377270417?position=3&pageNum=0&refId=sEQEYdTk8g9fc83akmwPWg%3D%3D&trackingId=HNq7FwhNF%2BHttYXy0mEnEQ%3D%3D,LinkedIn
"World Language – Mandarin Teacher, Middle & Upper School",The Roeper School,"Birmingham, MI",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/world-language-%E2%80%93-mandarin-teacher-middle-upper-school-at-the-roeper-school-4380724411?position=6&pageNum=0&refId=sEQEYdTk8g9fc83akmwPWg%3D%3D&trackingId=d9GtmU34bHyX1UWMfy0%2Fmw%3D%3D,LinkedIn
"Teacher - Foreign Language - Chinese,(0.5 FTE) Gr 9-12 (SY26-27)",Boston Public Schools,"Boston, MA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/teacher-foreign-language-chinese-0-5-fte-gr-9-12-sy26-27-at-boston-public-schools-4376654302?position=9&pageNum=0&refId=sEQEYdTk8g9fc83akmwPWg%3D%3D&trackingId=0H9o3M2N5R%2FUuRoWyf%2FTKw%3D%3D,LinkedIn
Mandarin Chinese Teacher (High School),International Leadership of Texas,"Cleveland, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-high-school-at-international-leadership-of-texas-4330400705?position=16&pageNum=0&refId=sEQEYdTk8g9fc83akmwPWg%3D%3D&trackingId=aw7QOt7slgB5pL3wcj3m%2Bg%3D%3D,LinkedIn
Mandarin Chinese Teacher (High School),International Leadership of Texas,"Cleveland, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-high-school-at-international-leadership-of-texas-4326583781?position=17&pageNum=0&refId=sEQEYdTk8g9fc83akmwPWg%3D%3D&trackingId=bPxFurAjT2BAxRuRg3ig5A%3D%3D,LinkedIn
"Foreign Language Instructor - Chinese Mandarin, Japanese, Turkish",CACI International Inc,"Fairfax, VA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/foreign-language-instructor-chinese-mandarin-japanese-turkish-at-caci-international-inc-4375953669?position=21&pageNum=0&refId=sEQEYdTk8g9fc83akmwPWg%3D%3D&trackingId=7ULRirsnGjaAek9bmY6uXA%3D%3D,LinkedIn
High School: Mandarin Teacher (Allentown area),Kreyco,"Bethlehem, PA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/high-school-mandarin-teacher-allentown-area-at-kreyco-4379529109?position=22&pageNum=0&refId=sEQEYdTk8g9fc83akmwPWg%3D%3D&trackingId=EGk357HUdAscwXzDQwTzZQ%3D%3D,LinkedIn
Lower or Upper School Mandarin Teacher,"Carney, Sandoe & Associates",San Francisco Bay Area,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/lower-or-upper-school-mandarin-teacher-at-carney-sandoe-associates-4379444926?position=24&pageNum=0&refId=sEQEYdTk8g9fc83akmwPWg%3D%3D&trackingId=ibAQ2trQQhWARm0J9HV%2BJw%3D%3D,LinkedIn
Middle School Mandarin Language Arts and Social Studies Teacher,A Hiring Company,"Denver, CO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/middle-school-mandarin-language-arts-and-social-studies-teacher-at-a-hiring-company-4380344689?position=46&pageNum=0&refId=sEQEYdTk8g9fc83akmwPWg%3D%3D&trackingId=8pFIS1Z7qnUy2cgxFZ8FRQ%3D%3D,LinkedIn
Mandarin Teacher - K-3rd Grade - Immediate Start!,BASIS Ed,"Benbrook, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-k-3rd-grade-immediate-start%21-at-basis-ed-4380329869?position=50&pageNum=0&refId=sEQEYdTk8g9fc83akmwPWg%3D%3D&trackingId=a75PE8NvxBDMOut4dvRSww%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Los Angeles, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4379185325?position=52&pageNum=0&refId=sEQEYdTk8g9fc83akmwPWg%3D%3D&trackingId=%2BqTK5ciCIlYkuxklooWoYA%3D%3D,LinkedIn
Mandarin Immersion Teacher (Kindergarten),Maryknoll School,"Honolulu, HI",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-immersion-teacher-kindergarten-at-maryknoll-school-4377608367?position=54&pageNum=0&refId=sEQEYdTk8g9fc83akmwPWg%3D%3D&trackingId=u%2Be638fJzQcl61BxnU3fXA%3D%3D,LinkedIn
"Teacher - Foreign Language - Chinese, Gr. 9-12 (SY26-27)",Boston Public Schools,"Boston, MA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/teacher-foreign-language-chinese-gr-9-12-sy26-27-at-boston-public-schools-4378578900?position=57&pageNum=0&refId=sEQEYdTk8g9fc83akmwPWg%3D%3D&trackingId=tOCVG6QuUEtv65U%2F52cmGw%3D%3D,LinkedIn
