title,company,location,salary,date_posted,job_link,source
Full-Time Mandarin Teacher / Chinese Program Lead,Urban School of San Francisco,"San Francisco, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/full-time-mandarin-teacher-chinese-program-lead-at-urban-school-of-san-francisco-4391157659?position=2&pageNum=0&refId=vlsLgqa5QEMv0J%2BHOypa5Q%3D%3D&trackingId=MgrZlCMKXel82i29eIH8iw%3D%3D,LinkedIn
"Mandarin Chinese Language Instructor (Part Time, In Person)",Concorde Education,"Austin, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-language-instructor-part-time-in-person-at-concorde-education-4392292180?position=3&pageNum=0&refId=vlsLgqa5QEMv0J%2BHOypa5Q%3D%3D&trackingId=I2nkMap4ohMngCJkynz0Gw%3D%3D,LinkedIn
Chinese Language Teacher,Frankford Friends School,"Philadelphia, PA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-teacher-at-frankford-friends-school-4391183030?position=4&pageNum=0&refId=vlsLgqa5QEMv0J%2BHOypa5Q%3D%3D&trackingId=9GBBq7YbTBSooLKWKZHC9w%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Grand Prairie, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4377270417?position=5&pageNum=0&refId=vlsLgqa5QEMv0J%2BHOypa5Q%3D%3D&trackingId=iJ%2BrMJ16JDQDzCkUycWaLw%3D%3D,LinkedIn
Grades 7-12 Chinese Teacher,The Potomac School,"McLean, VA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/grades-7-12-chinese-teacher-at-the-potomac-school-4391199024?position=6&pageNum=0&refId=vlsLgqa5QEMv0J%2BHOypa5Q%3D%3D&trackingId=lvgwf4y85F2KX%2BoqHw9oNg%3D%3D,LinkedIn
Mandarin Chinese Teacher Part-Time,Villanova Preparatory School,"Ojai, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-part-time-at-villanova-preparatory-school-4391180668?position=7&pageNum=0&refId=vlsLgqa5QEMv0J%2BHOypa5Q%3D%3D&trackingId=jul6fD%2B9Kihu0qVuuvdx5g%3D%3D,LinkedIn
Middle/Upper School Chinese Teacher - Full Time Reduced 80% schedule,Roland Park Country School,"Baltimore, MD",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/middle-upper-school-chinese-teacher-full-time-reduced-80%25-schedule-at-roland-park-country-school-4391162378?position=8&pageNum=0&refId=vlsLgqa5QEMv0J%2BHOypa5Q%3D%3D&trackingId=X4s4zNY1bD3X7R4pnwbu4g%3D%3D,LinkedIn
Kindergarten Chinese Lead Teacher 2026-2027,Chinese American International School,"San Francisco, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/kindergarten-chinese-lead-teacher-2026-2027-at-chinese-american-international-school-4391158589?position=17&pageNum=0&refId=vlsLgqa5QEMv0J%2BHOypa5Q%3D%3D&trackingId=gigUHV4hk0TlhXCbvG5fJA%3D%3D,LinkedIn
Mandarin Teacher,Fusion Academy,"Berkeley, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-at-fusion-academy-4386483819?position=18&pageNum=0&refId=vlsLgqa5QEMv0J%2BHOypa5Q%3D%3D&trackingId=6tUhAELuQ0%2FDm0J7jULyLA%3D%3D,LinkedIn
Preschool Chinese Lead Teacher,Chinese American International School,"San Francisco, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/preschool-chinese-lead-teacher-at-chinese-american-international-school-4395865988?position=22&pageNum=0&refId=vlsLgqa5QEMv0J%2BHOypa5Q%3D%3D&trackingId=Pdj%2F9z91MY4c0RMQRge9pQ%3D%3D,LinkedIn
