title,company,location,salary,date_posted,job_link,source
Language teacher - Chinese | ID1066754,Language Trainers,"Boynton Beach, FL",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/language-teacher-chinese-id1066754-at-language-trainers-4329051251?position=3&pageNum=0&refId=B%2ByPSv7hCVo%2BB1NW%2BOJVbA%3D%3D&trackingId=%2Fg47Ik%2BvI4NP5oZq5iKFnw%3D%3D,LinkedIn
