title,company,location,salary,date_posted,job_link,source
Mandarin Chinese Teacher,International Leadership of Texas,"Fort Worth, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4431450091?position=5&pageNum=0&refId=cOBCeRij049EZaxZ3NZCPg%3D%3D&trackingId=Be4jm7N21t%2BGY5dH3H7R0A%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Arlington, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4431751872?position=6&pageNum=0&refId=cOBCeRij049EZaxZ3NZCPg%3D%3D&trackingId=kPSzXx5RpKbh1q2gM2XRCg%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Fort Worth, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4430311667?position=8&pageNum=0&refId=cOBCeRij049EZaxZ3NZCPg%3D%3D&trackingId=b8tk8Gum2fOinTuGWrJCUg%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Dallas, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4431291057?position=39&pageNum=0&refId=cOBCeRij049EZaxZ3NZCPg%3D%3D&trackingId=nn3ztebAoZlsxLc1Fqq1tQ%3D%3D,LinkedIn
Chinese Teacher,SHOONG FAMILY CHINESE CULTURAL CENTER,"Oakland, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-teacher-at-shoong-family-chinese-cultural-center-4431430111?position=41&pageNum=0&refId=cOBCeRij049EZaxZ3NZCPg%3D%3D&trackingId=R%2BDtXGe%2BvMmbW7Lz87LaLg%3D%3D,LinkedIn
Chinese Language teacher- ID: 1113504,Language Trainers,"Modesto, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-teacher-id-1113504-at-language-trainers-4431784106?position=44&pageNum=0&refId=cOBCeRij049EZaxZ3NZCPg%3D%3D&trackingId=M06LjKC%2BRALSylY1tscqcg%3D%3D,LinkedIn
Mandarin Chinese Teacher (26/27 POOL),International Leadership of Texas,"Cleveland, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-26-27-pool-at-international-leadership-of-texas-4431281016?position=47&pageNum=0&refId=cOBCeRij049EZaxZ3NZCPg%3D%3D&trackingId=BaYHDjXXYHYv3MKqXkwuQg%3D%3D,LinkedIn
"Chinese Immersion Kindergarten Teacher, ELT, One-year Appointment, King",Cambridge Public Schools,"Cambridge, MA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-immersion-kindergarten-teacher-elt-one-year-appointment-king-at-cambridge-public-schools-4430740001?position=52&pageNum=0&refId=cOBCeRij049EZaxZ3NZCPg%3D%3D&trackingId=dhrOu6lFocgh9ff%2BYgNk8A%3D%3D,LinkedIn
