title,company,location,salary,date_posted,job_link,source
"Chinese Teacher, .2 FTE",Edmonds School District,"Edmonds, WA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-teacher-2-fte-at-edmonds-school-district-4258935187?position=1&pageNum=0&refId=LoYyvRTThBN4RO8VnxPoSQ%3D%3D&trackingId=EwAYp74Dq0LaPNWkPhZg0w%3D%3D,LinkedIn
"Freelance Mandarin Language teacher in Beaverton, OR, USA",Cartus,"Beaverton, OR",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/freelance-mandarin-language-teacher-in-beaverton-or-usa-at-cartus-4255216462?position=2&pageNum=0&refId=LoYyvRTThBN4RO8VnxPoSQ%3D%3D&trackingId=bJE9Rf4FlgJka02YEY4IpA%3D%3D,LinkedIn
Mandarin Teacher,ACM Staffers,"Boston, MA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-at-acm-staffers-4255404642?position=3&pageNum=0&refId=LoYyvRTThBN4RO8VnxPoSQ%3D%3D&trackingId=9RR1tDoe2DlC8m9CkDAFbw%3D%3D,LinkedIn
Chinese Mandarin Language Teacher,School District of La Crosse,"La Crosse, WI",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-mandarin-language-teacher-at-school-district-of-la-crosse-4255196723?position=5&pageNum=0&refId=LoYyvRTThBN4RO8VnxPoSQ%3D%3D&trackingId=0CfqTJsoVaj5BxNvT22XLQ%3D%3D,LinkedIn
Chinese Language Teacher – Washington (Part-Time Contractor),eDynamic Learning,"Washington, United States",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-teacher-%E2%80%93-washington-part-time-contractor-at-edynamic-learning-4257827744?position=6&pageNum=0&refId=LoYyvRTThBN4RO8VnxPoSQ%3D%3D&trackingId=Ja%2BpxSetazEerhi4T0%2BTOQ%3D%3D,LinkedIn
Chinese Language Instructor - Part-time On-Call,"SA Photonics, a CACI Company","Annapolis Junction, MD",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-instructor-part-time-on-call-at-sa-photonics-a-caci-company-4256275786?position=7&pageNum=0&refId=LoYyvRTThBN4RO8VnxPoSQ%3D%3D&trackingId=mObMzqqsHA%2Bnez0vgufVrw%3D%3D,LinkedIn
Mandarin Chinese Teacher (Middle School),International Leadership of Texas,"Grand Prairie, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-middle-school-at-international-leadership-of-texas-4196400585?position=8&pageNum=0&refId=LoYyvRTThBN4RO8VnxPoSQ%3D%3D&trackingId=RK%2BR%2FAWTgN9XEMYtiFY1oQ%3D%3D,LinkedIn
Chinese Language Instructor - Part-Time On-Call,"SA Photonics, a CACI Company","San Antonio, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-instructor-part-time-on-call-at-sa-photonics-a-caci-company-4253971491?position=9&pageNum=0&refId=LoYyvRTThBN4RO8VnxPoSQ%3D%3D&trackingId=ypGA5romhxHRsrzNRnhxXA%3D%3D,LinkedIn
Virtual Certified Chinese Teacher 25 - 26 School year,"Proximity Learning, Inc.",United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/virtual-certified-chinese-teacher-25-26-school-year-at-proximity-learning-inc-4224502553?position=10&pageNum=0&refId=LoYyvRTThBN4RO8VnxPoSQ%3D%3D&trackingId=W7n7wMaVyTlwigniaC4oOQ%3D%3D,LinkedIn
Virtual Certified Chinese Teacher 25 - 26 School year,Recruitment At Proximity Learning,United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/virtual-certified-chinese-teacher-25-26-school-year-at-recruitment-at-proximity-learning-4235396584?position=11&pageNum=0&refId=LoYyvRTThBN4RO8VnxPoSQ%3D%3D&trackingId=SFxjUwBJBlpnvaHswbbiaA%3D%3D,LinkedIn
Mandarin Chinese Teacher ( 7th Grade),International Leadership of Texas,"Richmond, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-7th-grade-at-international-leadership-of-texas-4248923582?position=13&pageNum=0&refId=LoYyvRTThBN4RO8VnxPoSQ%3D%3D&trackingId=aZQO%2BijeWBLiUXhDvxaD6Q%3D%3D,LinkedIn
