title,company,location,salary,date_posted,job_link,source
Part-Time Chinese Teacher (Hiring - May 2026),Boutique Education,"Singapore, Singapore",Check job details,Within last 7 days,https://sg.linkedin.com/jobs/view/part-time-chinese-teacher-hiring-may-2026-at-boutique-education-4401034183?position=3&pageNum=0&refId=OrUr8jG55hRa%2FkPAt8GUmw%3D%3D&trackingId=8dLIHdgooKDiWrG2KMx1XQ%3D%3D,LinkedIn
Physics/Chinese Teacher/Tutor,Alfa Core Education,"Mount Waverley, Victoria, Australia",Check job details,Within last 7 days,https://au.linkedin.com/jobs/view/physics-chinese-teacher-tutor-at-alfa-core-education-4401172675?position=8&pageNum=0&refId=OrUr8jG55hRa%2FkPAt8GUmw%3D%3D&trackingId=YWM9MP25al%2FKTkuT0bSeOw%3D%3D,LinkedIn
"Chinese Teacher, NORD ANGLIA INTERNATIONAL SCHOOL HONG KONG",Guardian Jobs,"Kwun Tong District, Hong Kong SAR",Check job details,Within last 7 days,https://hk.linkedin.com/jobs/view/chinese-teacher-nord-anglia-international-school-hong-kong-at-guardian-jobs-4399101219?position=11&pageNum=0&refId=OrUr8jG55hRa%2FkPAt8GUmw%3D%3D&trackingId=2f9eVaGBaAdQtVQF74G4hg%3D%3D,LinkedIn
Chinese Language Teacher,TECH Global University,Philippines,Check job details,Within last 7 days,https://ph.linkedin.com/jobs/view/chinese-language-teacher-at-tech-global-university-4398690826?position=14&pageNum=0&refId=OrUr8jG55hRa%2FkPAt8GUmw%3D%3D&trackingId=CuPoXfewxm1qCVqf6m5vqw%3D%3D,LinkedIn
World Language - Chinese Teacher - 0.7 FTE,Solon High School,"Solon, OH",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/world-language-chinese-teacher-0-7-fte-at-solon-high-school-4402674668?position=18&pageNum=0&refId=OrUr8jG55hRa%2FkPAt8GUmw%3D%3D&trackingId=%2FPWGJBJxONeo%2FZ5LUVGG4Q%3D%3D,LinkedIn
Online Bilingual English/Mandarin Chinese Teacher,EF Teach Online,"Johannesburg, Gauteng, South Africa",Check job details,Within last 7 days,https://za.linkedin.com/jobs/view/online-bilingual-english-mandarin-chinese-teacher-at-ef-teach-online-4400519508?position=20&pageNum=0&refId=OrUr8jG55hRa%2FkPAt8GUmw%3D%3D&trackingId=kgkRr3gGRLS%2BiEPU0W9C4A%3D%3D,LinkedIn
Mandarin Chinese Teacher (26/27 SY - POOL),International Leadership of Texas,"Grand Prairie, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-26-27-sy-pool-at-international-leadership-of-texas-4397605748?position=23&pageNum=0&refId=OrUr8jG55hRa%2FkPAt8GUmw%3D%3D&trackingId=%2FoVA%2Btrj0EDaRtWvSZt4oQ%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Fort Worth, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4371783906?position=38&pageNum=0&refId=OrUr8jG55hRa%2FkPAt8GUmw%3D%3D&trackingId=RzFPKtgqWVGGbW3f6SJOqQ%3D%3D,LinkedIn
Online Bilingual English/Mandarin Chinese Teacher,EF Teach Online,"Cape Town, Western Cape, South Africa",Check job details,Within last 7 days,https://za.linkedin.com/jobs/view/online-bilingual-english-mandarin-chinese-teacher-at-ef-teach-online-4400508947?position=39&pageNum=0&refId=OrUr8jG55hRa%2FkPAt8GUmw%3D%3D&trackingId=8dwaGLixXSZjgVH0wT%2BqXw%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Fort Worth, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4371780965?position=40&pageNum=0&refId=OrUr8jG55hRa%2FkPAt8GUmw%3D%3D&trackingId=SgvUyHTCUzlpS6cIJDi%2Fhg%3D%3D,LinkedIn
Mandarin Chinese Teacher (Pool Posting 26/27,International Leadership of Texas,"Houston, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-pool-posting-26-27-at-international-leadership-of-texas-4398159585?position=54&pageNum=0&refId=OrUr8jG55hRa%2FkPAt8GUmw%3D%3D&trackingId=rNz7qEM9duoxzlzN2BLSaQ%3D%3D,LinkedIn
Chinese Language/Mandarin Teacher,IPEKA,"Jakarta, Indonesia",Check job details,Within last 7 days,https://id.linkedin.com/jobs/view/chinese-language-mandarin-teacher-at-ipeka-4360841383?position=57&pageNum=0&refId=OrUr8jG55hRa%2FkPAt8GUmw%3D%3D&trackingId=V6HTwsWcvq5xlkU2LRzU4Q%3D%3D,LinkedIn
