title,company,location,salary,date_posted,job_link,source
Mandarin Chinese Teacher (Middle School),International Leadership of Texas,"Grand Prairie, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-middle-school-at-international-leadership-of-texas-4196400585?position=1&pageNum=0&refId=JD44dgLWFzyxBG2UtGWUKA%3D%3D&trackingId=1BS%2Bqsr3qHuHKwxcyDUoWA%3D%3D,LinkedIn
Part-Time Chinese Teacher,Albuquerque Academy,"Albuquerque, NM",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/part-time-chinese-teacher-at-albuquerque-academy-4217084451?position=2&pageNum=0&refId=JD44dgLWFzyxBG2UtGWUKA%3D%3D&trackingId=HsuNAwNadgMHxDXzlLdd7Q%3D%3D,LinkedIn
Chinese Mandarin Tutor,Tutor Me Education,"Rochester, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-mandarin-tutor-at-tutor-me-education-4215130339?position=3&pageNum=0&refId=JD44dgLWFzyxBG2UtGWUKA%3D%3D&trackingId=utHWvjXbjpUO7kw0AlFkTw%3D%3D,LinkedIn
Upper School Mandarin Teacher,The Browning School,"New York, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/upper-school-mandarin-teacher-at-the-browning-school-4216818125?position=4&pageNum=0&refId=JD44dgLWFzyxBG2UtGWUKA%3D%3D&trackingId=FsiSdTiIOE9g4MLee9tRHA%3D%3D,LinkedIn
Chinese Mandarin Tutor,Tutor Me Education,"Phoenix, AZ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-mandarin-tutor-at-tutor-me-education-4215134020?position=6&pageNum=0&refId=JD44dgLWFzyxBG2UtGWUKA%3D%3D&trackingId=WpCyXn7J0Ul3PZ4JNi3LRA%3D%3D,LinkedIn
Chinese Mandarin Tutor,Tutor Me Education,"Pittsburgh, PA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-mandarin-tutor-at-tutor-me-education-4215132303?position=7&pageNum=0&refId=JD44dgLWFzyxBG2UtGWUKA%3D%3D&trackingId=V7uclPB7PSM%2FmNYbBbb0CA%3D%3D,LinkedIn
Chinese Mandarin Tutor,Tutor Me Education,"Ohio City, OH",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-mandarin-tutor-at-tutor-me-education-4215131352?position=8&pageNum=0&refId=JD44dgLWFzyxBG2UtGWUKA%3D%3D&trackingId=iReC4gXacQABJpAQD0KbQg%3D%3D,LinkedIn
Chinese Mandarin Tutor,Tutor Me Education,"Texas City, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-mandarin-tutor-at-tutor-me-education-4215126819?position=9&pageNum=0&refId=JD44dgLWFzyxBG2UtGWUKA%3D%3D&trackingId=UX4iGHlrxHGLC7xq4dDMaw%3D%3D,LinkedIn
Mandarin Teacher [25-26 SY],BASIS Ed,"San Antonio, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-25-26-sy-at-basis-ed-4219088203?position=10&pageNum=0&refId=JD44dgLWFzyxBG2UtGWUKA%3D%3D&trackingId=t19d%2Fgm4Nv5X8mTp02wuyw%3D%3D,LinkedIn
"Niu Valley Middle - Grade 6-8 Mandarin Teacher, 603458 (2025-00825)",Hawaiʻi State Department of Education,"Honolulu, HI",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/niu-valley-middle-grade-6-8-mandarin-teacher-603458-2025-00825-at-hawai%CA%BBi-state-department-of-education-4216675816?position=13&pageNum=0&refId=JD44dgLWFzyxBG2UtGWUKA%3D%3D&trackingId=wLB1tT98IVn8uJjH0RVuuQ%3D%3D,LinkedIn
"Chinese Language Instructor, Part-Time Faculty (IVC)",South Orange County Community College District,"Irvine, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-instructor-part-time-faculty-ivc-at-south-orange-county-community-college-district-4218182077?position=20&pageNum=0&refId=JD44dgLWFzyxBG2UtGWUKA%3D%3D&trackingId=lR4GJJQXz2Iop3FuTbvkLw%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4219301445?position=29&pageNum=0&refId=JD44dgLWFzyxBG2UtGWUKA%3D%3D&trackingId=vsOQpjEhI7KaDFowt7Rzpg%3D%3D,LinkedIn
Assistant Mandarin Teacher,Acquire4Hire,"Phoenix, AZ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-mandarin-teacher-at-acquire4hire-4219417628?position=32&pageNum=0&refId=JD44dgLWFzyxBG2UtGWUKA%3D%3D&trackingId=0cbD79Y2AXisNv6lAyQWmQ%3D%3D,LinkedIn
Teacher Assistant-Chinese Immersion,Davis School District,"Muir, MI",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/teacher-assistant-chinese-immersion-at-davis-school-district-4217211135?position=57&pageNum=0&refId=JD44dgLWFzyxBG2UtGWUKA%3D%3D&trackingId=hAEY8DHzNMZkMbr%2FGSTCpw%3D%3D,LinkedIn
