title,company,location,salary,date_posted,job_link,source
Mandarin Chinese Teacher (0.4 FTE),Arlington Public Schools (MA),"Arlington, MA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-0-4-fte-at-arlington-public-schools-ma-4196847454?position=1&pageNum=0&refId=eV9k6HRRilda8mCKrBFHXA%3D%3D&trackingId=FM%2Bymsfs3VqFoFFgj1IHZg%3D%3D,LinkedIn
Mandarin Language Instructor - 2025 (immediate opening),San Francisco University High School,"San Francisco, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-language-instructor-2025-immediate-opening-at-san-francisco-university-high-school-4195563369?position=2&pageNum=0&refId=eV9k6HRRilda8mCKrBFHXA%3D%3D&trackingId=q%2BDzMNl9JAgpmsxDkC2QNA%3D%3D,LinkedIn
Mandarin Chinese Teacher,School District 49,"Colorado Springs, CO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-school-district-49-4195274736?position=3&pageNum=0&refId=eV9k6HRRilda8mCKrBFHXA%3D%3D&trackingId=ZwlU%2F%2FbjzQUI1l5ZcjSw8A%3D%3D,LinkedIn
[2025-2026] Middle School Chinese Teacher,Yu Ming Charter School,"Oakland, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/2025-2026-middle-school-chinese-teacher-at-yu-ming-charter-school-4195913259?position=4&pageNum=0&refId=eV9k6HRRilda8mCKrBFHXA%3D%3D&trackingId=7fZEUx6Iwmg%2F8%2BVyHwh1lw%3D%3D,LinkedIn
Mandarin Teacher (Afterschool Program),NIHAO CHINESE,"California, United States",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-afterschool-program-at-nihao-chinese-4191534607?position=5&pageNum=0&refId=eV9k6HRRilda8mCKrBFHXA%3D%3D&trackingId=svCyQ2247xHJWH0NvMp3%2Fg%3D%3D,LinkedIn
Secondary Mandarin Teacher,International Leadership Charter High School,"Bronx, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/secondary-mandarin-teacher-at-international-leadership-charter-high-school-4191576503?position=6&pageNum=0&refId=eV9k6HRRilda8mCKrBFHXA%3D%3D&trackingId=knCgz6L%2BUEG0FHllrGraAw%3D%3D,LinkedIn
Language teacher - Mandarin Chinese | ID1040544,Language Trainers | In-Person (Workplace or Home) and Online (Zoom-Meet-Skype) Language Courses,"Niskayuna, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/language-teacher-mandarin-chinese-id1040544-at-language-trainers-in-person-workplace-or-home-and-online-zoom-meet-skype-language-courses-4196151118?position=7&pageNum=0&refId=eV9k6HRRilda8mCKrBFHXA%3D%3D&trackingId=kJuv1aXxqoAOeGbUJqBrOg%3D%3D,LinkedIn
High School Chinese Teacher,Commonwealth Charter Academy Cyber Charter School,United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/high-school-chinese-teacher-at-commonwealth-charter-academy-cyber-charter-school-4197479418?position=8&pageNum=0&refId=eV9k6HRRilda8mCKrBFHXA%3D%3D&trackingId=2%2FMlbP%2F7TFxtDxGn43L0Aw%3D%3D,LinkedIn
Mandarin Chinese Teacher (Middle School),International Leadership of Texas,"Grand Prairie, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-middle-school-at-international-leadership-of-texas-4196400585?position=9&pageNum=0&refId=eV9k6HRRilda8mCKrBFHXA%3D%3D&trackingId=QIoRGTwC5fahVjAaq6KNSA%3D%3D,LinkedIn
Mandarin Teacher (Afterschool Program),NIHAO CHINESE,"California, United States",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-afterschool-program-at-nihao-chinese-4191538101?position=12&pageNum=0&refId=eV9k6HRRilda8mCKrBFHXA%3D%3D&trackingId=70%2BFqwYL9Vv2zsNg6Do1Eg%3D%3D,LinkedIn
Lower School World Language Mandarin Teacher Grades K-4,AnalyticsandAI United Kingdom,"Austin, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/lower-school-world-language-mandarin-teacher-grades-k-4-at-analyticsandai-united-kingdom-4195312695?position=13&pageNum=0&refId=eV9k6HRRilda8mCKrBFHXA%3D%3D&trackingId=jx9Xmd2ow9hGrudw8mFLEA%3D%3D,LinkedIn
2024-25 Chinese Teacher - Elementary,Arlington Independent School District,"Arvada, CO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/2024-25-chinese-teacher-elementary-at-arlington-independent-school-district-4195061801?position=14&pageNum=0&refId=eV9k6HRRilda8mCKrBFHXA%3D%3D&trackingId=jp5SbeT16PdZw9mZT%2BFruw%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4198017283?position=23&pageNum=0&refId=eV9k6HRRilda8mCKrBFHXA%3D%3D&trackingId=pyd%2BK8GbDhMTz5%2Fk9Tj3SA%3D%3D,LinkedIn
