title,company,location,salary,date_posted,job_link,source
World Language - Chinese Teacher - 0.7 FTE,Solon High School,"Solon, OH",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/world-language-chinese-teacher-0-7-fte-at-solon-high-school-4402674668?position=3&pageNum=0&refId=qV7zZtqt3swR%2BqCWF650Cg%3D%3D&trackingId=RFS6aTY0czsIlNOOYjuvAQ%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Fort Worth, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4371783906?position=5&pageNum=0&refId=qV7zZtqt3swR%2BqCWF650Cg%3D%3D&trackingId=s32Eqqh604I2ZdZcpCLjxQ%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Fort Worth, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4371780965?position=6&pageNum=0&refId=qV7zZtqt3swR%2BqCWF650Cg%3D%3D&trackingId=sNai%2BgB3plZhfF1Wm0zS8A%3D%3D,LinkedIn
Middle and Upper School Mandarin Chinese Teacher,Washington International School,"Washington, DC",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/middle-and-upper-school-mandarin-chinese-teacher-at-washington-international-school-4399167149?position=11&pageNum=0&refId=qV7zZtqt3swR%2BqCWF650Cg%3D%3D&trackingId=6Dfr%2Fo6zYjtARFLzsd9IGg%3D%3D,LinkedIn
High School Mandarin Chinese Teacher,International Leadership of Texas,"Fort Worth, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/high-school-mandarin-chinese-teacher-at-international-leadership-of-texas-4372892823?position=12&pageNum=0&refId=qV7zZtqt3swR%2BqCWF650Cg%3D%3D&trackingId=Is%2BE7Uc2LOCrie%2B0NHR3fA%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Fort Worth, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4328201317?position=13&pageNum=0&refId=qV7zZtqt3swR%2BqCWF650Cg%3D%3D&trackingId=Fkw1CQG%2BC0XDtewKccWVpg%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"North Richland Hills, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4401460346?position=18&pageNum=0&refId=qV7zZtqt3swR%2BqCWF650Cg%3D%3D&trackingId=uwK2tc21V46%2FZ%2FMB%2BXDGlA%3D%3D,LinkedIn
Mandarin Substitute Teachers,Global Village Academy,"Aurora, CO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-substitute-teachers-at-global-village-academy-4402910644?position=23&pageNum=0&refId=qV7zZtqt3swR%2BqCWF650Cg%3D%3D&trackingId=63k5j%2ByRokt5ZtvhdsGjfA%3D%3D,LinkedIn
2026/2027 - (.2) Chinese Language Teacher - Thornton Middle School,Fremont Unified School District,"Fremont, MO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/2026-2027-2-chinese-language-teacher-thornton-middle-school-at-fremont-unified-school-district-4400902860?position=25&pageNum=0&refId=qV7zZtqt3swR%2BqCWF650Cg%3D%3D&trackingId=wf0S4Im4wTBM9u7BFFsjPg%3D%3D,LinkedIn
Mandarin Immersion Teacher (Elementary),Maryknoll School,"Honolulu, HI",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-immersion-teacher-elementary-at-maryknoll-school-4399789888?position=28&pageNum=0&refId=qV7zZtqt3swR%2BqCWF650Cg%3D%3D&trackingId=l%2B6qTGdidqeufWRCA1SwEg%3D%3D,LinkedIn
Chinese (Foreign Languages) Adjunct Instructor Applicant Pool,Inside Higher Ed,"Santa Clarita, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-foreign-languages-adjunct-instructor-applicant-pool-at-inside-higher-ed-4402162816?position=29&pageNum=0&refId=qV7zZtqt3swR%2BqCWF650Cg%3D%3D&trackingId=xcBuMpzR6fw2M0TIsrTwkA%3D%3D,LinkedIn
Kindergarten Chinese Lead Teacher,Chinese American International School,"San Francisco, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/kindergarten-chinese-lead-teacher-at-chinese-american-international-school-4400484686?position=30&pageNum=0&refId=qV7zZtqt3swR%2BqCWF650Cg%3D%3D&trackingId=FphVJZAsy65xAd9UypzWHw%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Los Angeles, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4400738576?position=41&pageNum=0&refId=qV7zZtqt3swR%2BqCWF650Cg%3D%3D&trackingId=9kWhcwuHIT0fkHXSBT8yaw%3D%3D,LinkedIn
Mandarin Teacher - K-3rd Grade 26/27,BASIS Ed,"Benbrook, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-k-3rd-grade-26-27-at-basis-ed-4402675068?position=47&pageNum=0&refId=qV7zZtqt3swR%2BqCWF650Cg%3D%3D&trackingId=FXGibDSwtZntM17wTfMfeg%3D%3D,LinkedIn
