title,company,location,salary,date_posted,job_link,source
Mandarin Chinese Teacher,International Leadership of Texas,"Grand Prairie, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4320632695?position=1&pageNum=0&refId=y8zb%2Fl8YydDV7dXhUsuRtg%3D%3D&trackingId=%2FzP7Mlp%2B5HrwgG0TvbiYvg%3D%3D,LinkedIn
Chinese Language Instructor,CACI International Inc,"Mililani Town, HI",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-instructor-at-caci-international-inc-4339202785?position=2&pageNum=0&refId=y8zb%2Fl8YydDV7dXhUsuRtg%3D%3D&trackingId=R%2FFAi12TxhXMgJBWqzSOfQ%3D%3D,LinkedIn
Foreign Language Instructor-Chinese Mandarin,Chi-Chack LLC,"Tacoma, WA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/foreign-language-instructor-chinese-mandarin-at-chi-chack-llc-4342309452?position=3&pageNum=0&refId=y8zb%2Fl8YydDV7dXhUsuRtg%3D%3D&trackingId=qvBz6EASxAoeLHpJ38hKMA%3D%3D,LinkedIn
Mandarin Chinese Teacher (Elementary),International Leadership of Texas,"Houston, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-elementary-at-international-leadership-of-texas-4325257905?position=4&pageNum=0&refId=y8zb%2Fl8YydDV7dXhUsuRtg%3D%3D&trackingId=yl2OeSjrtrRYx1Ej9UHhzA%3D%3D,LinkedIn
Mandarin Chinese Teacher (Elementary),International Leadership of Texas,"Houston, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-elementary-at-international-leadership-of-texas-4325367649?position=5&pageNum=0&refId=y8zb%2Fl8YydDV7dXhUsuRtg%3D%3D&trackingId=zQFSG6dTc1YARpRuGvDpAg%3D%3D,LinkedIn
Mandarin Teacher K-12th (2025-2026) - Multiple Positions,The Renaissance Charter School 2,New York City Metropolitan Area,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-k-12th-2025-2026-multiple-positions-at-the-renaissance-charter-school-2-4341047575?position=7&pageNum=0&refId=y8zb%2Fl8YydDV7dXhUsuRtg%3D%3D&trackingId=OFlTiy1FBsMiur6LOxigSQ%3D%3D,LinkedIn
Early Years Mandarin Teacher,Hiba Academy Bay Area,San Francisco Bay Area,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/early-years-mandarin-teacher-at-hiba-academy-bay-area-4325697428?position=8&pageNum=0&refId=y8zb%2Fl8YydDV7dXhUsuRtg%3D%3D&trackingId=o6BJgFZ%2FGA65oYUT90njrQ%3D%3D,LinkedIn
"Teacher Foreign Language, Chinese (26-27)",Baltimore City Public Schools,"Baltimore, MD",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/teacher-foreign-language-chinese-26-27-at-baltimore-city-public-schools-4340756578?position=13&pageNum=0&refId=y8zb%2Fl8YydDV7dXhUsuRtg%3D%3D&trackingId=zRnq%2BsOZfcV5zHcrDMvWjQ%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Los Angeles, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4342176307?position=23&pageNum=0&refId=y8zb%2Fl8YydDV7dXhUsuRtg%3D%3D&trackingId=7E2GIkMc1DAy3l%2B%2FWKOfXg%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4342236071?position=24&pageNum=0&refId=y8zb%2Fl8YydDV7dXhUsuRtg%3D%3D&trackingId=Ft9sRFrY6A9RfiLSddVe2w%3D%3D,LinkedIn
Chinese Language Instructor - Part-time On-Call,CACI International Inc,"Annapolis Junction, MD",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-instructor-part-time-on-call-at-caci-international-inc-4339063050?position=32&pageNum=0&refId=y8zb%2Fl8YydDV7dXhUsuRtg%3D%3D&trackingId=Y9bwSgadgKJ79p5SDzY2hA%3D%3D,LinkedIn
Chinese Language Instructor - Part-Time On-Call,CACI International Inc,"Augusta, GA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-instructor-part-time-on-call-at-caci-international-inc-4341215854?position=45&pageNum=0&refId=y8zb%2Fl8YydDV7dXhUsuRtg%3D%3D&trackingId=%2BzXvgMZSAH7Ka5e7Lc%2Fdfw%3D%3D,LinkedIn
