title,company,location,salary,date_posted,job_link,source
Mandarin Teacher: Middle School - Opportunities for 2025-2026,Kreyco,"South San Francisco, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-middle-school-opportunities-for-2025-2026-at-kreyco-4278652081?position=1&pageNum=0&refId=sL4gpfjtiKaBilKFvWTzgQ%3D%3D&trackingId=RTSEflBQXUE31AtSWVZhMw%3D%3D,LinkedIn
Language Instructor - Chinese Mandarin,Cherokee Federal,"Fort Gordon, GA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/language-instructor-chinese-mandarin-at-cherokee-federal-4273781842?position=2&pageNum=0&refId=sL4gpfjtiKaBilKFvWTzgQ%3D%3D&trackingId=ShkgVDk%2FbxAIfKDtss3rcw%3D%3D,LinkedIn
Mandarin Chinese Language Teacher needed - ID1060823,Language Trainers,"Riverside, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-language-teacher-needed-id1060823-at-language-trainers-4277849679?position=3&pageNum=0&refId=sL4gpfjtiKaBilKFvWTzgQ%3D%3D&trackingId=F63SGKKY71d3TitONlldoQ%3D%3D,LinkedIn
Foreign Language Instructor-Chinese Mandarin,Chi-Chack LLC,"Tacoma, WA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/foreign-language-instructor-chinese-mandarin-at-chi-chack-llc-4279388227?position=4&pageNum=0&refId=sL4gpfjtiKaBilKFvWTzgQ%3D%3D&trackingId=pqQEhXFVGl2xsmxEL300ug%3D%3D,LinkedIn
Mandarin Chinese Teacher (0.4 FTE),Arlington Public Schools (MA),"Arlington, MA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-0-4-fte-at-arlington-public-schools-ma-4275064011?position=6&pageNum=0&refId=sL4gpfjtiKaBilKFvWTzgQ%3D%3D&trackingId=4Eg1oZE373HyRUWJzFBeJA%3D%3D,LinkedIn
Virtual Certified Chinese Teacher 25 - 26 School year,"Proximity Learning, Inc.",United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/virtual-certified-chinese-teacher-25-26-school-year-at-proximity-learning-inc-4224502553?position=7&pageNum=0&refId=sL4gpfjtiKaBilKFvWTzgQ%3D%3D&trackingId=DXZ7xdA3iVgkXC4tNoOkTg%3D%3D,LinkedIn
Virtual Certified Chinese Teacher 25 - 26 School year,Recruitment At Proximity Learning,United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/virtual-certified-chinese-teacher-25-26-school-year-at-recruitment-at-proximity-learning-4235396584?position=9&pageNum=0&refId=sL4gpfjtiKaBilKFvWTzgQ%3D%3D&trackingId=Y2X5COD2C53y2960zudG8w%3D%3D,LinkedIn
Mandarin Chinese Teacher ( Elementary),International Leadership of Texas,"Houston, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-elementary-at-international-leadership-of-texas-4277526758?position=10&pageNum=0&refId=sL4gpfjtiKaBilKFvWTzgQ%3D%3D&trackingId=p2Kt%2BgTpO6WA5kRJl8u3mw%3D%3D,LinkedIn
"Foreign Language Instructor - Chinese Mandarin, Japanese, Turkish",CACI International Inc,"Fairfax, VA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/foreign-language-instructor-chinese-mandarin-japanese-turkish-at-caci-international-inc-4276997160?position=14&pageNum=0&refId=sL4gpfjtiKaBilKFvWTzgQ%3D%3D&trackingId=mxLlkL53l%2B%2BOP%2F16S6Avww%3D%3D,LinkedIn
Chinese Mandarin Language Instructor,"Threat Tec, LLC","Camp Lejeune, NC",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-mandarin-language-instructor-at-threat-tec-llc-4273773082?position=18&pageNum=0&refId=sL4gpfjtiKaBilKFvWTzgQ%3D%3D&trackingId=ksCp1czMbvTpE0Vx6fGLiw%3D%3D,LinkedIn
Vietnamese or Mandarin Teacher (25 - 26 Applicant Pool),Lycée Français de la Nouvelle-Orléans,"New Orleans, LA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/vietnamese-or-mandarin-teacher-25-26-applicant-pool-at-lyc%C3%A9e-fran%C3%A7ais-de-la-nouvelle-orl%C3%A9ans-4276876068?position=23&pageNum=0&refId=sL4gpfjtiKaBilKFvWTzgQ%3D%3D&trackingId=JUzgdmg%2F8LJjOuPtP5UyOw%3D%3D,LinkedIn
Chinese Language Instructor - Part Time/On Call,CACI International Inc,"Annapolis Junction, MD",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-instructor-part-time-on-call-at-caci-international-inc-4276989947?position=25&pageNum=0&refId=sL4gpfjtiKaBilKFvWTzgQ%3D%3D&trackingId=G%2F9qrXxMUH27Fm2Qpd1xiw%3D%3D,LinkedIn
"Mandarin Teacher: K-5 - San Mateo, CA (San Mateo County)",Kreyco,"San Mateo, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-k-5-san-mateo-ca-san-mateo-county-at-kreyco-4279047375?position=26&pageNum=0&refId=sL4gpfjtiKaBilKFvWTzgQ%3D%3D&trackingId=O08R91Avx9sK0AILi7dIXg%3D%3D,LinkedIn
Mandarin teacher and teaching assistant,Chinese Language School of Southern California,"Los Angeles, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-and-teaching-assistant-at-chinese-language-school-of-southern-california-4278159381?position=27&pageNum=0&refId=sL4gpfjtiKaBilKFvWTzgQ%3D%3D&trackingId=oewQZvc6PoERpLTfpzQx2A%3D%3D,LinkedIn
Chinese Language Instructor - Part-Time On-Call,CACI International Inc,"San Antonio, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-instructor-part-time-on-call-at-caci-international-inc-4276990994?position=36&pageNum=0&refId=sL4gpfjtiKaBilKFvWTzgQ%3D%3D&trackingId=HxkfG0f%2FCJBWRZXrod%2BiWQ%3D%3D,LinkedIn
Chinese Language Instructor - Part-Time On-Call,CACI International Inc,"San Antonio, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-instructor-part-time-on-call-at-caci-international-inc-4276992729?position=38&pageNum=0&refId=sL4gpfjtiKaBilKFvWTzgQ%3D%3D&trackingId=sFZvifwgQVkLNnUsYyimdQ%3D%3D,LinkedIn
"Teacher, (Secondary) High- Mandarin, RISE",Rocky Mountain Prep,"Denver, CO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/teacher-secondary-high-mandarin-rise-at-rocky-mountain-prep-4274664393?position=43&pageNum=0&refId=sL4gpfjtiKaBilKFvWTzgQ%3D%3D&trackingId=exQiuEYYWfCr%2BK%2FwvB2HhA%3D%3D,LinkedIn
