title,company,location,salary,date_posted,job_link,source
Chinese Language Teacher,Acquire4Hire,"Tucson, AZ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-teacher-at-acquire4hire-4268829252?position=1&pageNum=0&refId=n0GT1OfylJZ7UK9bMkFKMA%3D%3D&trackingId=JPhNq7Ds7FVTMciVqCAqlg%3D%3D,LinkedIn
Mandarin-Chinese and Arabic Teachers/Instructors/Professors,Bay Language Academy,"Alameda, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-and-arabic-teachers-instructors-professors-at-bay-language-academy-4263827024?position=2&pageNum=0&refId=n0GT1OfylJZ7UK9bMkFKMA%3D%3D&trackingId=E3L8oCFiKsYbUgTnVJcDSg%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Pearland, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4268434317?position=4&pageNum=0&refId=n0GT1OfylJZ7UK9bMkFKMA%3D%3D&trackingId=D8qbb75w9UMPufenwQITkA%3D%3D,LinkedIn
Virtual Certified Chinese Teacher 25 - 26 School year,"Proximity Learning, Inc.",United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/virtual-certified-chinese-teacher-25-26-school-year-at-proximity-learning-inc-4224502553?position=6&pageNum=0&refId=n0GT1OfylJZ7UK9bMkFKMA%3D%3D&trackingId=519AKFs1CWPhZikIuaCnVA%3D%3D,LinkedIn
Middle School Chinese Teacher 50%,Holton-Arms School,"Bethesda, MD",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/middle-school-chinese-teacher-50%25-at-holton-arms-school-4268671867?position=7&pageNum=0&refId=n0GT1OfylJZ7UK9bMkFKMA%3D%3D&trackingId=vga%2BMEtrYsyOb%2FSoxfXtEg%3D%3D,LinkedIn
Virtual Certified Chinese Teacher 25 - 26 School year,Recruitment At Proximity Learning,United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/virtual-certified-chinese-teacher-25-26-school-year-at-recruitment-at-proximity-learning-4235396584?position=8&pageNum=0&refId=n0GT1OfylJZ7UK9bMkFKMA%3D%3D&trackingId=1DirZvnCba9K50dFQZN1CA%3D%3D,LinkedIn
Mandarin Teacher,"Carney, Sandoe & Associates","East Hampton, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-at-carney-sandoe-associates-4267979725?position=9&pageNum=0&refId=n0GT1OfylJZ7UK9bMkFKMA%3D%3D&trackingId=fdnCDuIeAXuxrNbFdIEcKA%3D%3D,LinkedIn
Mandarin Chinese Teacher (Middle School),International Leadership of Texas,"Fort Worth, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-middle-school-at-international-leadership-of-texas-4268797216?position=11&pageNum=0&refId=n0GT1OfylJZ7UK9bMkFKMA%3D%3D&trackingId=%2BlMaqphaJTweG7BuLNiF%2FQ%3D%3D,LinkedIn
Assistant Professor of Chinese: Chinese Mandarin Language and Culture Instructor,PandoLogic,"Washington, DC",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-professor-of-chinese-chinese-mandarin-language-and-culture-instructor-at-pandologic-4268109784?position=13&pageNum=0&refId=n0GT1OfylJZ7UK9bMkFKMA%3D%3D&trackingId=PZ4e7XHl1FltYYWktnZCUg%3D%3D,LinkedIn
Mandarin Chinese Teacher ( 7th Grade),International Leadership of Texas,"College Station, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-7th-grade-at-international-leadership-of-texas-4267901787?position=14&pageNum=0&refId=n0GT1OfylJZ7UK9bMkFKMA%3D%3D&trackingId=N6EexXvXHr64fzxNG5ygPg%3D%3D,LinkedIn
ID 1040078 Language teacher - Mandarin Chinese,Language Trainers | In-Person (Workplace or Home) and Online (Zoom-Meet-Skype) Language Courses,"Scottsville, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/id-1040078-language-teacher-mandarin-chinese-at-language-trainers-in-person-workplace-or-home-and-online-zoom-meet-skype-language-courses-4266777750?position=16&pageNum=0&refId=n0GT1OfylJZ7UK9bMkFKMA%3D%3D&trackingId=0iqsAJL27Hp2IoF5sG69lA%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4265720019?position=17&pageNum=0&refId=n0GT1OfylJZ7UK9bMkFKMA%3D%3D&trackingId=J4AhyakCWINgwcQHJuw0xA%3D%3D,LinkedIn
4th Grade - Dual Immersion Mandarin Teacher - West County Mandarin- 2024-2025 School Year,West Contra Costa Unified School District,"Richmond, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/4th-grade-dual-immersion-mandarin-teacher-west-county-mandarin-2024-2025-school-year-at-west-contra-costa-unified-school-district-4266767761?position=22&pageNum=0&refId=n0GT1OfylJZ7UK9bMkFKMA%3D%3D&trackingId=UyQkOxc7E6nUlQUQ6U0cAQ%3D%3D,LinkedIn
