title,company,location,salary,date_posted,job_link,source
Chinese Teacher: Part Time,The Goddard School,"Bethesda, MD",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-teacher-part-time-at-the-goddard-school-4280910491?position=1&pageNum=0&refId=bfztrfywliATMKT2SiEF2A%3D%3D&trackingId=cUeOiBr5eCRY%2BvceLsRyRw%3D%3D,LinkedIn
Foreign Language Instructor-Chinese Mandarin,Chi-Chack LLC,"Tacoma, WA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/foreign-language-instructor-chinese-mandarin-at-chi-chack-llc-4283555766?position=5&pageNum=0&refId=bfztrfywliATMKT2SiEF2A%3D%3D&trackingId=dZJqk1WGNHAD517qefJv3Q%3D%3D,LinkedIn
Mandarin Teacher: Middle School - Opportunities for 2025-2026,Kreyco,"South San Francisco, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-middle-school-opportunities-for-2025-2026-at-kreyco-4281228080?position=10&pageNum=0&refId=bfztrfywliATMKT2SiEF2A%3D%3D&trackingId=QYSRSXfPt0rGz0t9NfCNrg%3D%3D,LinkedIn
Virtual Certified Chinese Teacher 25 - 26 School year,"Proximity Learning, Inc.",United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/virtual-certified-chinese-teacher-25-26-school-year-at-proximity-learning-inc-4224502553?position=12&pageNum=0&refId=bfztrfywliATMKT2SiEF2A%3D%3D&trackingId=FQc5vwbNE7ZgYEZ6UsnAoA%3D%3D,LinkedIn
Mandarin Chinese Teacher (Middle School),International Leadership of Texas,"Cleveland, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-middle-school-at-international-leadership-of-texas-4280868338?position=13&pageNum=0&refId=bfztrfywliATMKT2SiEF2A%3D%3D&trackingId=cUdATVF%2FXz6NlWJdANcIDQ%3D%3D,LinkedIn
Virtual Certified Chinese Teacher 25 - 26 School year,Recruitment At Proximity Learning,United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/virtual-certified-chinese-teacher-25-26-school-year-at-recruitment-at-proximity-learning-4235396584?position=16&pageNum=0&refId=bfztrfywliATMKT2SiEF2A%3D%3D&trackingId=CDjPMSr8jIUmyFrctdjAVA%3D%3D,LinkedIn
Mandarin Chinese Teacher (Middle School),International Leadership of Texas,"Arlington, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-middle-school-at-international-leadership-of-texas-4283046333?position=18&pageNum=0&refId=bfztrfywliATMKT2SiEF2A%3D%3D&trackingId=YDvIe3zCzsd8wPoCOIuD7g%3D%3D,LinkedIn
Mandarin Teacher,"Carney, Sandoe & Associates","Boston, MA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-at-carney-sandoe-associates-4283568236?position=22&pageNum=0&refId=bfztrfywliATMKT2SiEF2A%3D%3D&trackingId=Emut0TYJaHlx6u9w0Wn78A%3D%3D,LinkedIn
"Mandarin Teacher: Part-Time, Middle School (San Francisco, CA)",Kreyco,"South San Francisco, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-part-time-middle-school-san-francisco-ca-at-kreyco-4279856336?position=27&pageNum=0&refId=bfztrfywliATMKT2SiEF2A%3D%3D&trackingId=%2BUnJld1aH14zbNcfd3BQ3g%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4282669593?position=30&pageNum=0&refId=bfztrfywliATMKT2SiEF2A%3D%3D&trackingId=EsCEYFVoASPoTUvtpBW0kA%3D%3D,LinkedIn
