title,company,location,salary,date_posted,job_link,source
Mandarin Chinese Teacher (26/27 SY - POOL),International Leadership of Texas,"Arlington, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-26-27-sy-pool-at-international-leadership-of-texas-4454768100?position=1&pageNum=0&refId=s0roHjKjf2fPDXahw0fVdQ%3D%3D&trackingId=ZiFG61uMsbfaec8HQDc4GQ%3D%3D,LinkedIn
Mandarin Chinese Teacher,International Leadership of Texas,"Fort Worth, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4430311667?position=2&pageNum=0&refId=s0roHjKjf2fPDXahw0fVdQ%3D%3D&trackingId=LwNXiH7LipNue%2FVwQFMYBw%3D%3D,LinkedIn
Chinese Mandarin Language Instructor,CTC Group,"Reston, VA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-mandarin-language-instructor-at-ctc-group-4468803539?position=3&pageNum=0&refId=s0roHjKjf2fPDXahw0fVdQ%3D%3D&trackingId=Tr2nSt3krp5DpA%2F3JloKiQ%3D%3D,LinkedIn
Multi-lingual Teacher - Mandarin (Anticipated),Naperville Community Unit School District 203,"Naperville, IL",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/multi-lingual-teacher-mandarin-anticipated-at-naperville-community-unit-school-district-203-4466638285?position=4&pageNum=0&refId=s0roHjKjf2fPDXahw0fVdQ%3D%3D&trackingId=zhR8mMImu5Fp7OmCkL9%2BRw%3D%3D,LinkedIn
Chinese Teacher (PreK-8th Grade Roles),St. Louis Language Immersion School (SLLIS),"St Louis, MO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-teacher-prek-8th-grade-roles-at-st-louis-language-immersion-school-sllis-4464774451?position=5&pageNum=0&refId=s0roHjKjf2fPDXahw0fVdQ%3D%3D&trackingId=paLG9xK%2BvXyxQJvQGBAw%2Bg%3D%3D,LinkedIn
Chinese Language Instructor,Leidos,"Chantilly, VA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-instructor-at-leidos-4465963031?position=6&pageNum=0&refId=s0roHjKjf2fPDXahw0fVdQ%3D%3D&trackingId=aXPnvyHlbecSV1xSkFNsTQ%3D%3D,LinkedIn
Mandarin Instructor (2026-0214),Acclaim Technical Services,"Reston, VA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-instructor-2026-0214-at-acclaim-technical-services-4467927842?position=9&pageNum=0&refId=s0roHjKjf2fPDXahw0fVdQ%3D%3D&trackingId=U0HXg6FPfgyXLCaM7KPhzg%3D%3D,LinkedIn
Chinese Mandarin Linguist/Instructor,Leidos,"Fayetteville, NC",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-mandarin-linguist-instructor-at-leidos-4468855379?position=11&pageNum=0&refId=s0roHjKjf2fPDXahw0fVdQ%3D%3D&trackingId=IKXqH0f5XeWBU3pMgJmcMg%3D%3D,LinkedIn
Mandarin Chinese Language teacher  ID- 1136114,Language Trainers,"Corpus Christi, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-language-teacher-id-1136114-at-language-trainers-4468279883?position=27&pageNum=0&refId=s0roHjKjf2fPDXahw0fVdQ%3D%3D&trackingId=1KYprFVDSjG3aHaScjrQKw%3D%3D,LinkedIn
Mandarin Chinese teacher,Chicago Mandarin Chinese Center,"Chicago, IL",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-chicago-mandarin-chinese-center-4467595635?position=30&pageNum=0&refId=s0roHjKjf2fPDXahw0fVdQ%3D%3D&trackingId=HRLYbYzeS9axkgd7lM1cDg%3D%3D,LinkedIn
Mandarin Chinese 3 Tutor,"Varsity Tutors, a Nerdy Company",United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-3-tutor-at-varsity-tutors-a-nerdy-company-4467449200?position=31&pageNum=0&refId=s0roHjKjf2fPDXahw0fVdQ%3D%3D&trackingId=WMzn8%2Ftqj2j9jhnTjC8DBQ%3D%3D,LinkedIn
"Mandarin-speaking English Language Teacher (ESL) in McKees Rocks, PA","Global LT, Inc.","McKees Rocks, PA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-speaking-english-language-teacher-esl-in-mckees-rocks-pa-at-global-lt-inc-4465578894?position=37&pageNum=0&refId=s0roHjKjf2fPDXahw0fVdQ%3D%3D&trackingId=G1XCaOp5bsWAjVRWl%2B3Geg%3D%3D,LinkedIn
"2026-27 Chinese Immersion Language and Social Studies Long Term Sub Teacher, 0.25-0.3 FTE, Dates: Current-6/9/27",Minnetonka Public Schools,"Excelsior, MN",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/2026-27-chinese-immersion-language-and-social-studies-long-term-sub-teacher-0-25-0-3-fte-dates-current-6-9-27-at-minnetonka-public-schools-4469281638?position=41&pageNum=0&refId=s0roHjKjf2fPDXahw0fVdQ%3D%3D&trackingId=dODYdsG01GDwzlZwfw%2B%2BCw%3D%3D,LinkedIn
