title,company,location,salary,date_posted,job_link,source
Chinese Language Teacher – Washington (Part-Time Contractor),eDynamic Learning,"Washington, United States",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-teacher-%E2%80%93-washington-part-time-contractor-at-edynamic-learning-4290103157?position=1&pageNum=0&refId=L%2Fu%2BaZyyCDCXT3HRm7Ji1Q%3D%3D&trackingId=iWrsPq9mx6OC26saYTXlMw%3D%3D,LinkedIn
Chinese Language Teacher,Renaissance Academy,"Lehi, UT",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-teacher-at-renaissance-academy-4290086906?position=3&pageNum=0&refId=L%2Fu%2BaZyyCDCXT3HRm7Ji1Q%3D%3D&trackingId=Z7e2GtXi0P1EWdPj3sXV0A%3D%3D,LinkedIn
Chinese Teacher,Yu Ming Charter School,"Oakland, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-teacher-at-yu-ming-charter-school-4284203113?position=4&pageNum=0&refId=L%2Fu%2BaZyyCDCXT3HRm7Ji1Q%3D%3D&trackingId=8c21o5z%2Bx1STBjfXQABuNQ%3D%3D,LinkedIn
Adjunct Chinese Foreign Language Instructor,Inside Higher Ed,"Lancaster, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/adjunct-chinese-foreign-language-instructor-at-inside-higher-ed-4291020591?position=8&pageNum=0&refId=L%2Fu%2BaZyyCDCXT3HRm7Ji1Q%3D%3D&trackingId=Dm5AIdD9tdBsib9UgRKCIA%3D%3D,LinkedIn
Mandarin Teacher,The Learning Experience`,"New York, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-at-the-learning-experience-4290731055?position=10&pageNum=0&refId=L%2Fu%2BaZyyCDCXT3HRm7Ji1Q%3D%3D&trackingId=hAxJcOb8j5n3EEPLmZ7YQA%3D%3D,LinkedIn
Chinese (Foreign Languages) Adjunct Instructor Applicant Pool,Inside Higher Ed,"Santa Clarita, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-foreign-languages-adjunct-instructor-applicant-pool-at-inside-higher-ed-4291031106?position=11&pageNum=0&refId=L%2Fu%2BaZyyCDCXT3HRm7Ji1Q%3D%3D&trackingId=DAlB3mtP4wj9mQezxEjgOQ%3D%3D,LinkedIn
Foreign Language Instructor-Chinese Mandarin,Chi-Chack LLC,"Tacoma, WA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/foreign-language-instructor-chinese-mandarin-at-chi-chack-llc-4292937994?position=12&pageNum=0&refId=L%2Fu%2BaZyyCDCXT3HRm7Ji1Q%3D%3D&trackingId=xVykyIR1J8ONiR%2Bk1IWL9w%3D%3D,LinkedIn
Mandarin Chinese Language Teacher,West Valley Chinese Academy,"Los Angeles, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-language-teacher-at-west-valley-chinese-academy-4293025731?position=14&pageNum=0&refId=L%2Fu%2BaZyyCDCXT3HRm7Ji1Q%3D%3D&trackingId=YE7uKP24sHNlTYxEBEjA0Q%3D%3D,LinkedIn
High School Mandarin Teacher 26-27 SY,Amethod Public Schools,"Oakland, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/high-school-mandarin-teacher-26-27-sy-at-amethod-public-schools-4292367662?position=17&pageNum=0&refId=L%2Fu%2BaZyyCDCXT3HRm7Ji1Q%3D%3D&trackingId=CcBoC%2FFQdW7K95JM05zJlg%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4290412641?position=18&pageNum=0&refId=L%2Fu%2BaZyyCDCXT3HRm7Ji1Q%3D%3D&trackingId=OqScG4t0IsMbUFRILjBr2Q%3D%3D,LinkedIn
High School Mandarin Teacher 25-26 SY,Amethod Public Schools,"Oakland, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/high-school-mandarin-teacher-25-26-sy-at-amethod-public-schools-4292372248?position=27&pageNum=0&refId=L%2Fu%2BaZyyCDCXT3HRm7Ji1Q%3D%3D&trackingId=N1qyzbEtTfAqF%2FN8pmzP%2FQ%3D%3D,LinkedIn
Part Time Mandarin Teacher,"Carney, Sandoe & Associates","Oakland, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/part-time-mandarin-teacher-at-carney-sandoe-associates-4292664573?position=28&pageNum=0&refId=L%2Fu%2BaZyyCDCXT3HRm7Ji1Q%3D%3D&trackingId=HAaaPbGa0ry%2F7nBL5yjpLQ%3D%3D,LinkedIn
French & Mandarin Teacher,Mundo Languages,"New York, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/french-mandarin-teacher-at-mundo-languages-4291068381?position=42&pageNum=0&refId=L%2Fu%2BaZyyCDCXT3HRm7Ji1Q%3D%3D&trackingId=WKfIvxk8mI%2Bifd648VAxJg%3D%3D,LinkedIn
Part-Time Mornings Mandarin - Lead Teacher,The Goddard School,"Florham Park, NJ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/part-time-mornings-mandarin-lead-teacher-at-the-goddard-school-4290721972?position=51&pageNum=0&refId=L%2Fu%2BaZyyCDCXT3HRm7Ji1Q%3D%3D&trackingId=5Crd5m4ViIkJw6rWS7pWtw%3D%3D,LinkedIn
