title,company,location,salary,date_posted,job_link,source
Mandarin Chinese Teacher,International Leadership of Texas,"Cleveland, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4463504472?position=1&pageNum=0&refId=py5HmeBSN%2BD5A%2BZ1jvBcGQ%3D%3D&trackingId=tYJxvDI%2BTut6w7PoHiGFlQ%3D%3D,LinkedIn
Lead Preschool Teacher (Chinese),Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/lead-preschool-teacher-chinese-at-purple-magpie-mandarin-4464175963?position=2&pageNum=0&refId=py5HmeBSN%2BD5A%2BZ1jvBcGQ%3D%3D&trackingId=6gFWFLjrPNaVCmK9jGOSNw%3D%3D,LinkedIn
Lead Preschool Teacher (Chinese),Purple Magpie Mandarin,"Los Angeles, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/lead-preschool-teacher-chinese-at-purple-magpie-mandarin-4464801774?position=3&pageNum=0&refId=py5HmeBSN%2BD5A%2BZ1jvBcGQ%3D%3D&trackingId=UqhvRxbSBs7z78I0dHEdbQ%3D%3D,LinkedIn
Mandarin Chinese Tutor (Private) | TeachMe.To,TeachMe.To,"North Miami, FL",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-tutor-private-teachme-to-at-teachme-to-4462905272?position=7&pageNum=0&refId=py5HmeBSN%2BD5A%2BZ1jvBcGQ%3D%3D&trackingId=jQY49Mhm8Nf3FNuorIWuiQ%3D%3D,LinkedIn
Mandarin Chinese Instructor Opportunities,Concorde Education,"Los Angeles, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-instructor-opportunities-at-concorde-education-4461850231?position=12&pageNum=0&refId=py5HmeBSN%2BD5A%2BZ1jvBcGQ%3D%3D&trackingId=UOyAhsZeL3%2BMjlSjx0J%2BYQ%3D%3D,LinkedIn
Mandarin Chinese Instructor Opportunities,Concorde Education,"Lennox, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-instructor-opportunities-at-concorde-education-4461841326?position=13&pageNum=0&refId=py5HmeBSN%2BD5A%2BZ1jvBcGQ%3D%3D&trackingId=3%2F6lv4QcEJIBE8JemYscQw%3D%3D,LinkedIn
Mandarin Chinese 1 Tutor,"Varsity Tutors, a Nerdy Company",United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-1-tutor-at-varsity-tutors-a-nerdy-company-4413904590?position=14&pageNum=0&refId=py5HmeBSN%2BD5A%2BZ1jvBcGQ%3D%3D&trackingId=2IKc38z9T9CTYhCkneB1jw%3D%3D,LinkedIn
Mandarin Chinese 2 Tutor,"Varsity Tutors, a Nerdy Company",United States,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-2-tutor-at-varsity-tutors-a-nerdy-company-4413911591?position=15&pageNum=0&refId=py5HmeBSN%2BD5A%2BZ1jvBcGQ%3D%3D&trackingId=p55FXbf17BXK6vTvLKS9Pg%3D%3D,LinkedIn
Mandarin Chinese Teacher needed in Denver - ID1132093,Language Trainers,"Las Vegas, NV",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-needed-in-denver-id1132093-at-language-trainers-4463617919?position=20&pageNum=0&refId=py5HmeBSN%2BD5A%2BZ1jvBcGQ%3D%3D&trackingId=fu9KUTjtio6GgTKv2D5MHQ%3D%3D,LinkedIn
Chinese Language Instructor,CACI International Inc,"Mililani Town, HI",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-instructor-at-caci-international-inc-4456529299?position=25&pageNum=0&refId=py5HmeBSN%2BD5A%2BZ1jvBcGQ%3D%3D&trackingId=Sa%2FQf8uKfg8grjXcsfRIgw%3D%3D,LinkedIn
Chinese Language Instructor - Part-Time On-Call,CACI International Inc,"Annapolis Junction, MD",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-instructor-part-time-on-call-at-caci-international-inc-4456962845?position=31&pageNum=0&refId=py5HmeBSN%2BD5A%2BZ1jvBcGQ%3D%3D&trackingId=fQT5cu5oTTliwh2Z80Ma1A%3D%3D,LinkedIn
