title,company,location,salary,date_posted,job_link,source
Language Instructor - Chinese Mandarin,Cherokee Federal,"Wahiawa, HI",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/language-instructor-chinese-mandarin-at-cherokee-federal-4289410785?position=1&pageNum=0&refId=cj844Ix1JmZlNypLr10q1w%3D%3D&trackingId=s4nZ%2FjB5F%2BB66IyEoj6hhA%3D%3D,LinkedIn
Chinese Language Teacher – Washington (Part-Time Contractor),eDynamic Learning,"Washington, United States",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-teacher-%E2%80%93-washington-part-time-contractor-at-edynamic-learning-4290103157?position=2&pageNum=0&refId=cj844Ix1JmZlNypLr10q1w%3D%3D&trackingId=CQbZLTEu%2B38dkrT2SAuM2w%3D%3D,LinkedIn
Mandarin Chinese Language Teacher needed - ID1065030,Language Trainers,"Boston, MA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-language-teacher-needed-id1065030-at-language-trainers-4289295223?position=3&pageNum=0&refId=cj844Ix1JmZlNypLr10q1w%3D%3D&trackingId=7rgmQqlGdn24TdRDiV6MVg%3D%3D,LinkedIn
Chinese Language Teacher,Renaissance Academy,"Lehi, UT",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-teacher-at-renaissance-academy-4290086906?position=4&pageNum=0&refId=cj844Ix1JmZlNypLr10q1w%3D%3D&trackingId=p2o0YV6r3hmgw3b8Hcv6Jw%3D%3D,LinkedIn
Chinese Teacher,Yu Ming Charter School,"Oakland, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-teacher-at-yu-ming-charter-school-4284203113?position=5&pageNum=0&refId=cj844Ix1JmZlNypLr10q1w%3D%3D&trackingId=fwhJhiX3yy1L55jVPF1Xbg%3D%3D,LinkedIn
Foreign Language Instructor-Chinese Mandarin,Chi-Chack LLC,"Tacoma, WA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/foreign-language-instructor-chinese-mandarin-at-chi-chack-llc-4292005132?position=6&pageNum=0&refId=cj844Ix1JmZlNypLr10q1w%3D%3D&trackingId=LRcBsRf2SuukDgc05oCptQ%3D%3D,LinkedIn
Adjunct Chinese Foreign Language Instructor,Inside Higher Ed,"Lancaster, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/adjunct-chinese-foreign-language-instructor-at-inside-higher-ed-4291020591?position=10&pageNum=0&refId=cj844Ix1JmZlNypLr10q1w%3D%3D&trackingId=MZJxuAYhdUmiy%2Bm%2BPvHvlg%3D%3D,LinkedIn
Language teacher - Business Chinese | ID1063412,Language Trainers,"St Louis, MO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/language-teacher-business-chinese-id1063412-at-language-trainers-4288734277?position=11&pageNum=0&refId=cj844Ix1JmZlNypLr10q1w%3D%3D&trackingId=kmKQ5u%2BmrvvEzbxLoilUIQ%3D%3D,LinkedIn
Chinese (Foreign Languages) Adjunct Instructor Applicant Pool,Inside Higher Ed,"Santa Clarita, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-foreign-languages-adjunct-instructor-applicant-pool-at-inside-higher-ed-4291031106?position=12&pageNum=0&refId=cj844Ix1JmZlNypLr10q1w%3D%3D&trackingId=g8%2Bj3Qg6NPDFhJ%2B6juo5yQ%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4290412641?position=25&pageNum=0&refId=cj844Ix1JmZlNypLr10q1w%3D%3D&trackingId=SmNW1y9Tza%2B7MC1K%2FLqJ9A%3D%3D,LinkedIn
French & Mandarin Teacher,Mundo Languages,"New York, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/french-mandarin-teacher-at-mundo-languages-4291068381?position=48&pageNum=0&refId=cj844Ix1JmZlNypLr10q1w%3D%3D&trackingId=y86DpGajxvs2SeAngq93Tg%3D%3D,LinkedIn
