title,company,location,salary,date_posted,job_link,source
Mandarin Chinese Teacher,International Leadership of Texas,"Arlington, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-international-leadership-of-texas-4457497305?position=1&pageNum=0&refId=Alc28FAduUzjQRbe4soKDQ%3D%3D&trackingId=ypHQcPANWTh53Jt8onph8Q%3D%3D,LinkedIn
Chinese Immersion Toddler Teacher,Sleepy Tigers Chinese Immersion Learning Center,"Minnetonka, MN",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-immersion-toddler-teacher-at-sleepy-tigers-chinese-immersion-learning-center-4468407645?position=2&pageNum=0&refId=Alc28FAduUzjQRbe4soKDQ%3D%3D&trackingId=%2F3XJfsKGBflS8IxnWlnbpA%3D%3D,LinkedIn
Mandarin Teacher - Early Childhood Education,The Learning Experience`,"New York, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-early-childhood-education-at-the-learning-experience-4468578553?position=3&pageNum=0&refId=Alc28FAduUzjQRbe4soKDQ%3D%3D&trackingId=%2FCOBDOKT5U97bVqOM0524Q%3D%3D,LinkedIn
Chinese Language Instructor,Leidos,"Chantilly, VA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-instructor-at-leidos-4469797068?position=4&pageNum=0&refId=Alc28FAduUzjQRbe4soKDQ%3D%3D&trackingId=pj3eym%2B7ehG5qz3zwB7NdA%3D%3D,LinkedIn
Preschool Teacher - Mandarin/Chinese,Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/preschool-teacher-mandarin-chinese-at-purple-magpie-mandarin-4274395262?position=6&pageNum=0&refId=Alc28FAduUzjQRbe4soKDQ%3D%3D&trackingId=I2EdUmUiV1R90vlW5ul%2BLw%3D%3D,LinkedIn
Lead Preschool Teacher (Chinese),Purple Magpie Mandarin,"Los Angeles, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/lead-preschool-teacher-chinese-at-purple-magpie-mandarin-4470109292?position=9&pageNum=0&refId=Alc28FAduUzjQRbe4soKDQ%3D%3D&trackingId=t%2B3g3VMzNOpJvwoZs6Erdg%3D%3D,LinkedIn
Chinese Mandarin Linguist/Instructor,Leidos,"Fayetteville, NC",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-mandarin-linguist-instructor-at-leidos-4470208768?position=10&pageNum=0&refId=Alc28FAduUzjQRbe4soKDQ%3D%3D&trackingId=iY7%2Ff7S3Srtl5BGQFJ5pJQ%3D%3D,LinkedIn
Chinese/Mandarin Instructor,CACI International Inc,"Fairfax, VA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-mandarin-instructor-at-caci-international-inc-4466986175?position=11&pageNum=0&refId=Alc28FAduUzjQRbe4soKDQ%3D%3D&trackingId=QbVf2EmBRwd3EClUDnJM8Q%3D%3D,LinkedIn
Korean-Chinese- Spanish Teachers,Bay Language Academy,"Alameda, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/korean-chinese-spanish-teachers-at-bay-language-academy-4468583497?position=43&pageNum=0&refId=Alc28FAduUzjQRbe4soKDQ%3D%3D&trackingId=wTq%2FMsdDO1klObQGOLqJbA%3D%3D,LinkedIn
Mandarin Language teacher  ID- 1135522,Language Trainers,"Dallas, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-language-teacher-id-1135522-at-language-trainers-4469955618?position=45&pageNum=0&refId=Alc28FAduUzjQRbe4soKDQ%3D%3D&trackingId=I3B4AsaoIg9mnBtwnDHFqg%3D%3D,LinkedIn
