title,company,location,salary,date_posted,job_link,source
Upper School Advanced Chinese Language Teacher,Mounds Park Academy,"Minneapolis–Saint Paul, WI",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/upper-school-advanced-chinese-language-teacher-at-mounds-park-academy-4201329174?position=2&pageNum=0&refId=iXgkFIFEEWL1t2S3UABNSw%3D%3D&trackingId=5Gn7pV6pe00gZ0XIaUQlvg%3D%3D,LinkedIn
Mandarin Chinese Teacher,School District 49,"Colorado Springs, CO",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-at-school-district-49-4195274736?position=3&pageNum=0&refId=iXgkFIFEEWL1t2S3UABNSw%3D%3D&trackingId=wxUbHLD%2FC2SL6VWRwZ%2Flog%3D%3D,LinkedIn
Mandarin Chinese Teacher (0.4 FTE),Arlington Public Schools (MA),"Arlington, MA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-0-4-fte-at-arlington-public-schools-ma-4196847454?position=4&pageNum=0&refId=iXgkFIFEEWL1t2S3UABNSw%3D%3D&trackingId=draZpaGPwPCHA%2Btrr9F0jw%3D%3D,LinkedIn
Mandarin Chinese Teacher (Middle School),International Leadership of Texas,"Grand Prairie, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-chinese-teacher-middle-school-at-international-leadership-of-texas-4196400585?position=6&pageNum=0&refId=iXgkFIFEEWL1t2S3UABNSw%3D%3D&trackingId=2%2Ferz3g9rk3Om0u%2FmTIB%2BQ%3D%3D,LinkedIn
25-26 - Memorial - Chinese (Mandarin) Teacher - 0.4 FTE (16),Madison Metropolitan School District,"Madison, WI",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/25-26-memorial-chinese-mandarin-teacher-0-4-fte-16-at-madison-metropolitan-school-district-4200514611?position=10&pageNum=0&refId=iXgkFIFEEWL1t2S3UABNSw%3D%3D&trackingId=Ca8NKfbfYUR%2BSP9lpQPQkA%3D%3D,LinkedIn
K-5th Mandarin Teacher,BASIS Ed,"San Antonio, Texas Metropolitan Area",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/k-5th-mandarin-teacher-at-basis-ed-4199964508?position=14&pageNum=0&refId=iXgkFIFEEWL1t2S3UABNSw%3D%3D&trackingId=63%2B4HprurvK1t%2FJrQtvx%2Fw%3D%3D,LinkedIn
Mandarin Teacher,Fusion Academy,"Berkeley, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-at-fusion-academy-4114650097?position=16&pageNum=0&refId=iXgkFIFEEWL1t2S3UABNSw%3D%3D&trackingId=8Rc6LlHaUCxQ72XIoc49ZA%3D%3D,LinkedIn
SY 25-26: First Grade Chinese Lead Teacher,Global Citizens Public Charter School,"Washington, DC",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/sy-25-26-first-grade-chinese-lead-teacher-at-global-citizens-public-charter-school-4201049778?position=19&pageNum=0&refId=iXgkFIFEEWL1t2S3UABNSw%3D%3D&trackingId=G0zWqEYOVnUuWENBPImyGQ%3D%3D,LinkedIn
Assistant Chinese Preschool Teacher,Purple Magpie Mandarin,"Culver City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-chinese-preschool-teacher-at-purple-magpie-mandarin-4198017283?position=20&pageNum=0&refId=iXgkFIFEEWL1t2S3UABNSw%3D%3D&trackingId=wf3p3UQON89w6vcGXGUyVQ%3D%3D,LinkedIn
SY 25-26: Third Grade Chinese Lead Teacher,Global Citizens Public Charter School,"Washington, DC",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/sy-25-26-third-grade-chinese-lead-teacher-at-global-citizens-public-charter-school-4201054214?position=25&pageNum=0&refId=iXgkFIFEEWL1t2S3UABNSw%3D%3D&trackingId=4X1j71STWKwx7M5cRIHmuw%3D%3D,LinkedIn
SY 25-26: Second Grade Chinese Lead Teacher,Global Citizens Public Charter School,"Washington, DC",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/sy-25-26-second-grade-chinese-lead-teacher-at-global-citizens-public-charter-school-4201054208?position=27&pageNum=0&refId=iXgkFIFEEWL1t2S3UABNSw%3D%3D&trackingId=RpGFwu7oOi0WL1yKj4q0oA%3D%3D,LinkedIn
World Languages Teacher - Chinese,Half Hollow Hills Central School District,"Huntington Station, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/world-languages-teacher-chinese-at-half-hollow-hills-central-school-district-4198878944?position=31&pageNum=0&refId=iXgkFIFEEWL1t2S3UABNSw%3D%3D&trackingId=KZjHsUzDzSTDAEFhT8eLfA%3D%3D,LinkedIn
K-5th Mandarin Teacher,BASIS Ed,"San Antonio, TX",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/k-5th-mandarin-teacher-at-basis-ed-4196486463?position=34&pageNum=0&refId=iXgkFIFEEWL1t2S3UABNSw%3D%3D&trackingId=zQ1sfCaPPLWCSTmpW%2BsLDg%3D%3D,LinkedIn
ID 6320 - Second Grade Chinese Immersion Teacher - 1.0 FTE for 191 days,Lake Oswego Senior High School,"Lake Oswego, OR",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/id-6320-second-grade-chinese-immersion-teacher-1-0-fte-for-191-days-at-lake-oswego-senior-high-school-4200290305?position=36&pageNum=0&refId=iXgkFIFEEWL1t2S3UABNSw%3D%3D&trackingId=3bCnvZ3L4ejUvdZ2Q9noCg%3D%3D,LinkedIn
Middle School Mandarin Teacher,Synapse School,"Menlo Park, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/middle-school-mandarin-teacher-at-synapse-school-4199903780?position=55&pageNum=0&refId=iXgkFIFEEWL1t2S3UABNSw%3D%3D&trackingId=aDXeyQ9N1xtA808vchJqWg%3D%3D,LinkedIn
