title,company,location,salary,date_posted,job_link,source
Kindergarten Chinese Lead Teacher,Chinese American International School,"San Francisco, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/kindergarten-chinese-lead-teacher-at-chinese-american-international-school-4417484299?position=1&pageNum=0&refId=EuWO1hHXmnEBu633BeCuDA%3D%3D&trackingId=98xmfAQZsj7CoMDQxMkxuA%3D%3D,LinkedIn
Preschool Chinese Lead Teacher,Chinese American International School,"San Francisco, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/preschool-chinese-lead-teacher-at-chinese-american-international-school-4417476767?position=2&pageNum=0&refId=EuWO1hHXmnEBu633BeCuDA%3D%3D&trackingId=JyS2odMl6XYZ9qUQSCRPFQ%3D%3D,LinkedIn
Preschool Associate Teacher (Mandarin Speaker),Ya Ya Preschool,"New York, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/preschool-associate-teacher-mandarin-speaker-at-ya-ya-preschool-4418644326?position=3&pageNum=0&refId=EuWO1hHXmnEBu633BeCuDA%3D%3D&trackingId=ekGIxBCKWGRmWT%2B9jByzrA%3D%3D,LinkedIn
Mandarin Teacher,Fusion Academy,"Berkeley, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/mandarin-teacher-at-fusion-academy-4414516527?position=4&pageNum=0&refId=EuWO1hHXmnEBu633BeCuDA%3D%3D&trackingId=dniP2NpV4CDloBpVSPNy5w%3D%3D,LinkedIn
Anticipated SY 26-27 Regular Teacher (K-8 Mandarin/ ESL),Chicago Public Schools,"Chicago, IL",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/anticipated-sy-26-27-regular-teacher-k-8-mandarin-esl-at-chicago-public-schools-4416720927?position=5&pageNum=0&refId=EuWO1hHXmnEBu633BeCuDA%3D%3D&trackingId=Au0DyfEqnCck5%2Fh%2BHfaEkw%3D%3D,LinkedIn
3rd Grade Teacher (Mandarin/English Bilingual Required) *2026-2027 School Year,Redwood City School District,"Redwood City, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/3rd-grade-teacher-mandarin-english-bilingual-required-2026-2027-school-year-at-redwood-city-school-district-4418864973?position=9&pageNum=0&refId=EuWO1hHXmnEBu633BeCuDA%3D%3D&trackingId=ZfAg3Hg7lkRHx2snf%2Fyceg%3D%3D,LinkedIn
Assistant Education Consultant (Mandarin Required),剀信国际教育咨询,Los Angeles Metropolitan Area,Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/assistant-education-consultant-mandarin-required-at-%E5%89%80%E4%BF%A1%E5%9B%BD%E9%99%85%E6%95%99%E8%82%B2%E5%92%A8%E8%AF%A2-4418221559?position=10&pageNum=0&refId=EuWO1hHXmnEBu633BeCuDA%3D%3D&trackingId=8SYE%2BMiz4L7ssJGVsf%2FEKg%3D%3D,LinkedIn
"Part-Time Language Teachers (Chinese) - Candidate Pool
Job ID : 277810",Urban Resilience Hub by UN-Habitat's CRGP,"New York, United States",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/part-time-language-teachers-chinese-candidate-pool%0Ajob-id-277810-at-urban-resilience-hub-by-un-habitat-s-crgp-4418988408?position=22&pageNum=0&refId=EuWO1hHXmnEBu633BeCuDA%3D%3D&trackingId=tbrK1DK1%2BI9A67IJSTXenA%3D%3D,LinkedIn
Chinese Language teacher- ID: 1113504,Language Trainers,"Modesto, CA",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-language-teacher-id-1113504-at-language-trainers-4420224375?position=28&pageNum=0&refId=EuWO1hHXmnEBu633BeCuDA%3D%3D&trackingId=Ss425mUo7ah1UdnOQzAC2A%3D%3D,LinkedIn
"HHA, PCA -Chinese-Speaking RN Instructor","Bestcare, Inc.","New York, NY",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/hha-pca-chinese-speaking-rn-instructor-at-bestcare-inc-4419889466?position=35&pageNum=0&refId=EuWO1hHXmnEBu633BeCuDA%3D%3D&trackingId=a3qSFSjkJlqpSImCT3cOrA%3D%3D,LinkedIn
Chinese Mandarin Tutor,Tutor Me LA LLC,"Phoenix, AZ",Check job details,Within last 7 days,https://www.linkedin.com/jobs/view/chinese-mandarin-tutor-at-tutor-me-la-llc-4419433400?position=50&pageNum=0&refId=EuWO1hHXmnEBu633BeCuDA%3D%3D&trackingId=6xSFQT94t3kEp43aQn2iIw%3D%3D,LinkedIn
